contract_id,contract_signed_at,channel
2fb2f500-f2ec-4378-8a66-a92b2623c061,2025-10-01,네이버
7d2d4e7a-965d-4579-a47a-08c9bbccb01f,2025-10-01,네이버
5f97d644-a547-48b9-95c9-64f34a9f3431,2025-10-01,네이버
dec115c3-9ef3-4ce9-9657-c63e7fc33b2d,2025-10-01,네이버
406b754d-5fdc-4c58-8d89-5d53e833d09f,2025-10-01,쿠팡
bfc7c162-eb1a-43a6-8c78-078629b51ba6,2025-10-01,쿠팡
1236b211-4413-44c1-9bf3-202f4957c3b6,2025-10-02,카카오
bb5f404e-29e7-41c5-8c1e-a6e2ba0d2092,2025-10-02,카카오
3392c381-95b1-4c3c-b2d6-4292f4ce1d89,2025-10-02,카카오
5e9ffd8b-8048-47fa-b118-e10af6e933ed,2025-10-02,카카오
9b7c33e0-8f55-4546-8e52-9855229625ac,2025-10-02,카카오
45301526-b826-4397-9aa1-4650198dd72b,2025-10-02,카카오
4d554e0e-2d78-4652-b2b3-c97c040565d7,2025-10-02,카카오
de5a31ea-93c0-4619-adde-fb1eaae842b2,2025-10-02,카카오
df05c0b2-8ec5-4511-b1eb-9a9aa424ae87,2025-10-02,카카오
343136ee-76ef-4b65-8a09-3ca35168e218,2025-10-02,카카오
552c1117-3c79-48e2-b02b-9168f8528f94,2025-10-02,토스
e56bfcb2-ae60-4a1e-9fd6-de6cec34ba77,2025-10-02,토스
04cf26e2-65d6-4749-a54c-677b0ce83893,2025-10-02,토스
c5f0ec83-466c-40b3-8253-d1e1aa703f40,2025-10-02,토스
7b5ac328-4a6c-4278-b991-ce7b708cdcc9,2025-10-02,토스
e9787587-9e8c-44a5-9f08-0769358abfd9,2025-10-02,토스
266de1f3-79bc-4c86-ae62-026a77f8a1be,2025-10-02,구글
c6302727-e267-49f8-8406-6a26d80995b7,2025-10-02,구글
cec4aa6b-4077-4993-a8ed-cfb74c1e4d3b,2025-10-02,구글
ca56ef4d-ab7d-4c3f-8cb3-cd4ba09eb931,2025-10-02,구글
00988866-5896-4806-88f8-1df442f085fc,2025-10-02,구글
b08e4b28-b529-4309-b7da-506f117b9f73,2025-10-02,구글
d4a55d20-c8e1-492c-a0e5-54fa12532bfd,2025-10-02,구글
243c7fab-ee0c-4c28-ae1b-cfe2214a76dc,2025-10-02,구글
f22c9f9c-4194-47ec-9ba4-7354a5c36441,2025-10-02,구글
51c47b2c-df7f-481e-a113-94b3ecedd37a,2025-10-02,구글
a52cfd44-10b6-419e-b04d-e8bcd471a40c,2025-10-02,구글
3e3d2bbb-3a1f-4f4d-ae2b-cc6aca01d821,2025-10-02,구글
80f7e65b-0fe1-42d1-9113-a719093e1d87,2025-10-02,구글
dd0ad2be-e06f-4732-af40-14771b4ff11a,2025-10-02,구글
e7a78304-c7e8-4763-8ca8-1c717b64f9a7,2025-10-02,구글
5a3a2176-a792-454e-8b13-3bcc5c73d01c,2025-10-02,구글
cbd51a77-bd95-468c-811f-0bd6d921e994,2025-10-02,구글
a41923f8-1710-4ed2-a829-b600fb6b954a,2025-10-02,메타
fca354a9-29ea-497e-af87-aee5ce110003,2025-10-02,메타
d3f3b7ad-399c-4021-9ee5-04e1db906eb5,2025-10-02,메타
560491ba-0512-4c15-adcf-14e35fb1f61b,2025-10-02,메타
6d920959-5c82-4f19-931f-27e2179b6906,2025-10-02,메타
aefd486a-8491-474f-8b1b-1c261cc3d993,2025-10-02,메타
3cc7e177-b2be-473f-83fd-d071621edb27,2025-10-02,메타
f2e5b799-a68a-4215-b1c5-a7e5c947803d,2025-10-02,메타
040b222f-d42f-492b-8833-db93d72d79f5,2025-10-02,메타
bd087677-7bd9-4543-b002-f1fb13f4d9cc,2025-10-02,네이버
0375d742-ab6f-4a1f-b200-34335b841026,2025-10-02,네이버
1bd1c93e-1cf9-44f3-9ce9-712d9be78a6c,2025-10-02,네이버
07dd1ea4-dbfb-4e51-b622-b09277eafa32,2025-10-02,네이버
e4c9c660-f5fc-499b-ae4a-7acc87a76d98,2025-10-02,네이버
463021e1-32f8-4ce9-bcff-a076e12d5bf1,2025-10-02,네이버
d405cde5-6342-4a88-bc68-e8ec74778cc0,2025-10-02,네이버
d0269241-49dc-40a8-aacd-6f4becddd1e0,2025-10-02,네이버
931c2e36-c7c5-4f72-b913-e441528f3a3d,2025-10-02,네이버
0b11bf04-e1cb-4715-91b5-7665f4b2c421,2025-10-02,네이버
f43fd76b-90db-484d-9122-3fde0d361f41,2025-10-02,네이버
bcf2aac0-293a-45a2-81d0-d52b4445adb7,2025-10-02,네이버
0821071e-a842-4f22-acf0-af8b89b082a4,2025-10-03,카카오
c3194bce-271e-4f9e-83b2-228c10e049ed,2025-10-03,카카오
d6dd2fda-efcf-4162-a404-55f3f329b28f,2025-10-03,카카오
af64cf38-1c2a-4072-b48e-b49cea65d050,2025-10-03,카카오
227ebede-92de-406f-a5a0-15f64b7c5946,2025-10-03,카카오
82d69e6f-76ae-4f79-ba22-c981391a268f,2025-10-03,카카오
0e4c6c06-220b-4604-91d6-c824bb2ffda8,2025-10-03,카카오
169c8bf6-554f-4ff2-9507-bf832fd82aa2,2025-10-03,카카오
28ab1a35-47a4-474e-bee3-dd864bc4d672,2025-10-03,카카오
6ddf28ea-4ba4-42f7-bd18-844cd9c1c843,2025-10-03,카카오
e6dd4726-ea2b-44b7-be64-482dd16cb444,2025-10-03,카카오
8f867dd8-045f-408e-90aa-7981e83a9288,2025-10-03,카카오
f2cd3793-f77b-4343-af79-daaa62ab6fd2,2025-10-03,카카오
23da52f7-7afc-4a2d-806b-c81c9b3f1146,2025-10-03,카카오
8d68cb83-55c7-4458-a942-a68ac94763f1,2025-10-03,카카오
072dbf58-af80-4aa9-8957-1eba4a5c6de0,2025-10-03,카카오
c57b3564-3b79-431b-99d1-e5eccd7dbfc4,2025-10-03,카카오
fd32a60e-8c55-4399-b5b7-7d0c00f2ca1b,2025-10-03,카카오
447a4d42-88f6-471d-b82d-5f9f8812b01b,2025-10-03,토스
9c38e9df-eaab-4351-a66a-d8171e3ce781,2025-10-03,토스
cd4cb32b-c3d9-49d0-9a00-9d870442ec33,2025-10-03,토스
cc29d227-e7cd-4b77-b6de-9cbc581f9e49,2025-10-03,토스
03f2eae9-0d04-47ac-8afe-5711aa83e544,2025-10-03,토스
fa2eba33-35fc-434e-a32c-3f283076c5ba,2025-10-03,토스
7e820876-4b3e-474c-a918-fcda3962b2a0,2025-10-03,구글
17bd5c7a-0197-4654-9523-9ec70fdb13d3,2025-10-03,구글
20066d94-167b-4376-8228-8597ef5a28d3,2025-10-03,구글
34fa5244-cf26-4483-9a79-208543a43787,2025-10-03,구글
b315520e-ec70-4cef-ae44-09b70661fb3d,2025-10-03,구글
9c007ff5-7183-41cc-ae1d-3d39e831e408,2025-10-03,구글
271c63fd-8fad-4892-afec-d42f304fc794,2025-10-03,구글
43d8aec6-db15-46a8-89f7-b8fe4386ff2f,2025-10-03,구글
40f7d36a-b430-4fa7-92b8-b2f977f2531e,2025-10-03,구글
591f8cb3-2623-4db0-9bd2-dc001343be1f,2025-10-03,구글
48f3cc86-c9ec-45cd-a685-ba6d4795d983,2025-10-03,구글
0a4263b0-462e-4e86-9607-79765a2e0718,2025-10-03,구글
8cb3b0f9-a3d9-4863-9745-ec6a44663fa2,2025-10-03,구글
68c34c71-acf2-4890-9065-5e3af33efff2,2025-10-03,구글
2fb4b914-e7ce-4527-8256-0456dac5855e,2025-10-03,구글
e9920d1a-dccd-43ab-a855-e8b557f27b36,2025-10-03,구글
fc90e32d-6c94-45cc-a863-ecc9e32a708a,2025-10-03,구글
fce51f11-2d5e-4fc6-84bc-109a91696b5d,2025-10-03,구글
dfbbd942-e0e5-417a-8201-ae9d5d8ee140,2025-10-03,구글
1a9ac3ee-ddc4-438e-bbac-4d688363e633,2025-10-03,구글
4946f045-b8e2-4464-bd74-afafc3e556e8,2025-10-03,구글
e2013e68-ee50-480d-a7d6-4145d28b34b9,2025-10-03,구글
e2c37f81-69f0-4796-b035-1bb152239135,2025-10-03,구글
5d69dd94-4233-4485-ad31-54069d461721,2025-10-03,구글
3f3faea7-8983-43ff-8d08-8ca827990ec4,2025-10-03,구글
0e30b706-27bc-4f22-86c1-f09563703c23,2025-10-03,구글
c6a661c1-4684-40f1-8e02-f26e12bdc384,2025-10-03,구글
c7af49fd-44d1-4394-9bf6-4ce6ee3b2ae5,2025-10-03,메타
a6d4041b-ef5e-41dd-a519-859190e31eb7,2025-10-03,메타
e6c2721e-aa89-4874-8427-3d78e6d3c005,2025-10-03,메타
88158bad-45a0-4202-919e-4d2a8931103f,2025-10-03,메타
5bfe96ea-e744-41f0-96ad-57c295aff6d1,2025-10-03,메타
694bea2d-7489-46f1-8cea-8ce788e945bb,2025-10-03,메타
ad96547f-0818-4f3a-a486-7827f8fb2969,2025-10-03,네이버
b876a32a-34eb-409d-92fc-466005c43687,2025-10-03,네이버
c7b3e257-d827-4d3f-8be8-6cc23de47a0c,2025-10-03,네이버
0be67f77-cb4f-4bc2-a78f-13f8ef61315e,2025-10-03,네이버
4e5c8b71-a4c9-4c5e-b117-d3952a2a1cbe,2025-10-03,네이버
66e5bfab-ad98-4acf-9d31-f54adacee742,2025-10-03,쿠팡
9585f13c-22a2-46b1-babc-b7d4863b73fd,2025-10-03,쿠팡
e4e51ebf-14e7-418b-aecb-2d740faab334,2025-10-03,쿠팡
93de9bc1-e0e6-40d1-8419-d80a6553db99,2025-10-03,쿠팡
e25b133c-64f9-4c04-84e4-5e5fbc11fe74,2025-10-04,카카오
8c9d9682-f86f-4660-a5ee-5cdfd69f9191,2025-10-04,카카오
0a713dc5-1e9d-4ea1-94c2-c7e96c3044ab,2025-10-04,카카오
4c0bb830-bb76-4435-a46a-3f0281593dcc,2025-10-04,카카오
b5332b0c-177c-4a6a-a092-be3ee18755be,2025-10-04,카카오
ffbb1b19-b9e3-4938-a95e-6ed89ba2ed67,2025-10-04,카카오
24a8a5c2-8508-49c0-8432-a2951d8b9e45,2025-10-04,카카오
d0f65878-d6e1-4891-add0-a186517fb69b,2025-10-04,카카오
4e84c05d-0dfa-4bff-9b64-89d818108406,2025-10-04,카카오
dce93996-de83-48a2-8bb9-fc3ba73863b6,2025-10-04,카카오
9e4a516b-d472-4c82-8bbb-44296748fbb0,2025-10-04,카카오
a2dd1a32-1d0a-4dd3-a260-c05c16bcd50d,2025-10-04,카카오
498dc3a4-843a-4480-b87d-99c501beea2f,2025-10-04,카카오
73f17d35-645b-4184-a671-5914236fae95,2025-10-04,카카오
6d164902-1fe3-416d-baf7-02759a91a385,2025-10-04,카카오
c854d1d0-bfa9-48c6-a57f-a9ca129b7b46,2025-10-04,카카오
80663380-eed6-40c7-bcbc-e66f3542d1d2,2025-10-04,카카오
e24b7a5a-2a11-46fe-bdf5-20ea0c65f9a4,2025-10-04,카카오
ce7af3e2-5e13-4483-acd5-68256ca484c5,2025-10-04,카카오
6119c3ed-db7e-4b47-9d8a-12a72bf4f5bc,2025-10-04,카카오
26d79382-704f-4d79-b06a-a662969573ea,2025-10-04,카카오
80fc7382-65ff-43ec-9e25-eefeb249fd97,2025-10-04,토스
2f20a493-67e8-4fbc-9162-15e4b975f59a,2025-10-04,토스
33b392ab-5923-4cd8-82dd-b65655c4c3c0,2025-10-04,토스
12061f6b-64ee-48d2-99f7-8114e9ecf8b7,2025-10-04,토스
54af20fd-9a71-4515-9fbd-1412eb4e0ca3,2025-10-04,토스
9de27f7f-eccc-4df5-b96d-16801a52a545,2025-10-04,구글
814666dd-5cef-43c0-915d-77f39bf8de0f,2025-10-04,구글
10d95965-d94a-430f-a206-091f271d17de,2025-10-04,구글
7d657e0a-42da-4d2c-8ae0-580e93ded630,2025-10-04,구글
14436747-7bcd-4e1e-a910-3dac305fcd73,2025-10-04,구글
1c2a4cca-c671-4183-86e9-29092a1f587f,2025-10-04,구글
9446a2d3-f5b4-4fda-ad7b-287205ea0298,2025-10-04,구글
2830196b-725e-425a-b233-a99f3ec5dc83,2025-10-04,구글
311990d5-aefd-49e7-af40-ffe77167fa56,2025-10-04,구글
e2ea2514-c1ac-40eb-ab3c-f1ac1f985c3e,2025-10-04,구글
51be6fc5-dc4f-4686-9bd5-16161bdb90c8,2025-10-04,구글
22f8951f-c35a-4898-9d14-acbf86bdd08f,2025-10-04,구글
0bf73c8a-afb8-47f2-9ca1-117d7569670b,2025-10-04,구글
47588cd3-d975-42a8-ac0f-e7000f9b282b,2025-10-04,구글
0e5c5f2c-9fbf-430f-8811-5da685647bd8,2025-10-04,구글
8c4a1227-1e70-47c3-98cb-054989cc7e40,2025-10-04,구글
53bc073d-055b-4d3d-a4f7-46e1a939f90a,2025-10-04,구글
717bded5-1919-4165-bad2-0423c94d1ac2,2025-10-04,구글
bfbbbdf4-ceb7-40d3-b81d-bdda746cb3e3,2025-10-04,구글
c006226a-eda1-465b-a32a-f9231022574a,2025-10-04,구글
6b4d741e-a348-4311-b392-552057233191,2025-10-04,구글
32c4e1e6-774b-43cc-b380-e4b997fd6545,2025-10-04,구글
0b92cf2f-23ba-4d24-bc70-a18a32d2d15a,2025-10-04,구글
06ad69cd-1f2f-4c4a-90f2-63c5192eff5e,2025-10-04,구글
da988192-aa91-4490-ace9-54af17cf9b2c,2025-10-04,구글
c48c82be-6b04-48d8-bbc3-5f78a6115ffc,2025-10-04,구글
d86a4d30-5556-4093-8f33-c9e208790cda,2025-10-04,구글
c5a07d66-fb78-4c8d-a2ff-509d39187e39,2025-10-04,구글
c13d5f3e-4514-473b-8837-efb493abb9ab,2025-10-04,구글
baf51f8f-c39c-4942-b345-238b3fee4470,2025-10-04,메타
00abc5e1-8999-4b4d-a2ea-58ea4cca1b3f,2025-10-04,메타
4bfc47a2-3d33-4762-aa91-404dbf3d5f73,2025-10-04,메타
92801f58-b53b-4696-b1db-d235cfc58275,2025-10-04,메타
76d7c9d4-30b0-401b-b6d4-8812534ef9bf,2025-10-04,메타
11f95b3b-1620-4f93-8dae-e4052d36e2b8,2025-10-04,메타
3193b5f5-15f8-4f12-8843-c983eb9b5269,2025-10-04,메타
ef55aa83-d94b-48fc-8bb0-390137be557f,2025-10-04,메타
6ee33648-4daa-4a9d-80db-41d87dd1358c,2025-10-04,메타
58d034b4-70d1-4e13-a153-5f52277f2415,2025-10-04,메타
6e8c3381-bdd8-4aa0-b931-655c3b8c79ca,2025-10-04,메타
6f0b8738-8a38-4902-a7c3-e012bab1bf95,2025-10-04,메타
283e4788-7025-4bb8-b531-fe7d2ba5a93d,2025-10-04,메타
39ea6490-979b-4589-a200-0bc1eab845b3,2025-10-04,메타
659269e0-a5c0-4652-8556-0faaf955afa9,2025-10-04,메타
253cc59d-7a73-4853-95c7-406dbd273175,2025-10-04,메타
21ff1d3a-c078-469a-909c-5fc4a2f2c768,2025-10-04,메타
6046f8d5-382f-4efd-ae77-c6b97792981c,2025-10-04,메타
b5ee0460-60ec-440b-b532-2a19882a1ec9,2025-10-04,메타
f1f8c098-cab4-44c3-a2df-359995cad461,2025-10-04,메타
32bb5904-0fd2-4135-a6e1-4219ed41e8d1,2025-10-04,메타
c51b7db5-4d7b-4b79-9d47-12bc27c9f603,2025-10-04,메타
8aef9399-7c98-43cb-9362-1d0ea8105c58,2025-10-04,메타
ea2ea9db-5dd9-4866-8f8b-dd6029c8f2af,2025-10-04,메타
79b94923-57ed-40f7-902d-fa7fe4cfb472,2025-10-04,메타
ecb2ae65-6329-4040-915a-55cac0dad44c,2025-10-04,메타
78e9dff3-4c44-4863-9c62-60326304df9d,2025-10-04,메타
0c26e2e3-2398-4524-bc4d-62e440c096fe,2025-10-04,메타
337953ca-e2df-443e-bbaa-3fcf7c1f2316,2025-10-04,네이버
fe4e23ee-3b82-4878-8b27-45122a7a0b0c,2025-10-04,네이버
e807f4d4-e787-488f-b5b0-0ac62afd9eca,2025-10-04,네이버
87dc9772-f67a-42eb-a6a3-c181d2fdbfdd,2025-10-04,네이버
4e61f5f8-d192-47d4-af1a-7eb1328eb6d3,2025-10-04,네이버
496cf77f-9a45-4904-9cd7-908443930152,2025-10-04,네이버
1dcf7a16-2845-4dba-948c-838a4bffebd6,2025-10-04,네이버
9a45c187-ea6b-4b68-8fe5-97452c54b70f,2025-10-04,네이버
f7c3a20c-fb54-42f2-9474-f21d73c54ace,2025-10-04,네이버
aeb72718-a8af-4ee5-8f4d-11a65414b70d,2025-10-04,네이버
0432431d-b6a4-4541-8c2e-e76dee2b12fe,2025-10-04,네이버
eda45ac0-77bd-48f3-93d5-37af9e0f5d67,2025-10-04,네이버
49ad2b9f-1f27-4c26-9321-62cf7706fb91,2025-10-04,쿠팡
75eec0c9-943e-4203-90bc-24e5c0e495b3,2025-10-04,쿠팡
15296139-d23d-42da-afc5-a9e2a7eccf37,2025-10-04,쿠팡
8b9bdc23-14fb-493f-8e5f-ffb78b3ebbff,2025-10-05,카카오
c04720f7-ecdf-412b-9bf9-c170a0072f22,2025-10-05,카카오
80b1c9b8-d53e-44e0-bf67-819381268b04,2025-10-05,카카오
d9499b2b-7146-4576-8ae2-186beec6bfa5,2025-10-05,카카오
815fcc4b-63d7-4e27-a5f4-b8aeb27cd5c5,2025-10-05,카카오
b8ac8905-5821-4cc5-aec3-702a5ae83006,2025-10-05,카카오
5343d634-df91-4b14-aa5f-01a358c8b875,2025-10-05,카카오
a0f877b4-2c52-49c6-95ff-eaadd217c7ca,2025-10-05,카카오
1292ff27-a8f3-4d2b-8824-1596bac9f646,2025-10-05,카카오
a40ff6dc-3101-47e8-ac23-26ad5da35563,2025-10-05,카카오
8a3430b0-c6ba-4402-99a8-c500dc034ec4,2025-10-05,카카오
c59d5607-1fd2-4c8f-8bb6-36feff750340,2025-10-05,카카오
4f7dfc36-e25b-4e78-9394-28d795513173,2025-10-05,카카오
e1eae1f1-298b-4407-bd6a-dc49cf486eaa,2025-10-05,카카오
a08debc5-cb66-46a4-95b8-ba32ee480032,2025-10-05,카카오
3178327e-340b-42a5-93f1-6e644334f2e5,2025-10-05,토스
4f3ccc4b-0c0a-49a1-a3a7-c68cb9c2a9fa,2025-10-05,토스
0bdf3805-7c46-4d06-a35a-320862943133,2025-10-05,토스
ce3d4a21-ae75-4931-a0c3-7cb0527cdf46,2025-10-05,토스
e42384af-5a18-47c6-8301-437612711eb4,2025-10-05,토스
282ecda2-7f5e-42df-825f-7c13e1b48e8c,2025-10-05,구글
435fd0fb-d8e6-488a-9f2d-c26028d392d3,2025-10-05,구글
4d361c4a-0aa6-4d64-8950-952c92635c75,2025-10-05,구글
3bf4e93d-650d-4a94-bfda-2a8f10cdccc4,2025-10-05,구글
597c1142-c356-4f92-aa16-130b2840e281,2025-10-05,구글
c165c10f-3d7f-4a43-ad57-100a22f53798,2025-10-05,구글
d2ebcf3f-9d71-48b2-8177-47ef4e54bcc8,2025-10-05,구글
abd6b11e-4fa9-4860-9b58-66f2b0d64205,2025-10-05,구글
99fe8779-e167-4da0-8a56-a82c29f8b538,2025-10-05,구글
287afa9e-fea5-431b-9a38-c86ebe412304,2025-10-05,구글
482ae03f-eb32-480a-bae8-7232ca7493c1,2025-10-05,구글
7842ff6e-35d1-401d-810e-d67c4725a6b7,2025-10-05,구글
a6a7b30c-6892-44df-9071-9a433429df6d,2025-10-05,구글
f4eec078-b3a4-4677-9e1c-c443771cc7cc,2025-10-05,구글
0b181d48-fd29-4b20-885e-61fa7176d247,2025-10-05,구글
4b2d0665-311c-46ad-8d06-4eac93a84a67,2025-10-05,구글
c213f7f7-738e-4deb-9f7a-6fbe2a66f2c3,2025-10-05,구글
d24d3398-2e61-49d9-9240-9b8b9535d035,2025-10-05,구글
2ff1b42b-0a63-4235-b02b-52fe1eeaccbd,2025-10-05,메타
37ffb179-c4d8-4ea4-a5a0-bc344604b4a3,2025-10-05,메타
aa2a42fd-87ab-43bf-aa14-cd13062f6ee8,2025-10-05,메타
f4e0c9ff-833d-4255-aa8e-bab5917c5ddf,2025-10-05,메타
d9e47b61-870d-4cc7-899c-a05e5382fa6e,2025-10-05,메타
931f1d1d-34e3-4fe4-b3bf-46c3236fd1a7,2025-10-05,메타
c409e466-04f8-459c-9076-00cff2584ac2,2025-10-05,메타
1fe7438c-4e0b-44a3-aea0-93a7f372d4be,2025-10-05,메타
6ed12ca9-768f-41f1-8853-348d23839d48,2025-10-05,메타
01238f22-32af-41f0-b59e-01409b87ac0d,2025-10-05,메타
2ce11080-8ae5-4c46-aa29-7d7137cc6a31,2025-10-05,메타
02bb1389-b514-4e12-ae6f-dd19ba93d4fa,2025-10-05,메타
31a2ba10-7743-423f-ac8a-c8bb4126dc85,2025-10-05,메타
d554cef4-233a-4576-b698-5ca74be8fe6e,2025-10-05,네이버
3533848c-9309-441f-b446-85c0d8604606,2025-10-05,네이버
ef5b5202-20f8-4004-b469-c40df2c585a5,2025-10-05,네이버
7f17855f-eced-4059-98d7-30279648574b,2025-10-05,네이버
4a4c80b0-30dc-4a7f-924a-3cddf9521b60,2025-10-05,네이버
c6f3d5ef-1fd9-49c5-addd-013de896fe46,2025-10-05,네이버
667285cb-fef6-4f86-bad1-3a167f8ca6bb,2025-10-05,네이버
3cb8e810-b917-4b68-981c-d5c4d2a1a423,2025-10-05,쿠팡
675597a7-d2f2-4620-8c82-efe5310305d2,2025-10-05,쿠팡
c76c9c67-9cf6-4d99-8c58-886cc9928da6,2025-10-05,쿠팡
b5f5e770-2a90-4582-bc0b-8f29677efab3,2025-10-05,쿠팡
6b6f24c3-4b04-4da7-950a-a30ba9485259,2025-10-05,쿠팡
87ee28c1-ef9c-4e4f-9098-46a5713a3977,2025-10-05,쿠팡
49313dca-30a7-4a3d-997e-6c702e90a263,2025-10-05,쿠팡
ac439755-38c6-4285-9f5a-f6c635d5ba59,2025-10-06,카카오
e43db6cd-0c19-4894-9e1a-828ae974f60d,2025-10-06,카카오
0866cc86-2e66-42c2-9fdf-c9f776cac26d,2025-10-06,카카오
6bb1d04b-b5a6-4807-ac8f-64a0569ff66b,2025-10-06,카카오
21afb49b-6fcd-4b42-9109-ed8160502637,2025-10-06,카카오
8e930018-a623-41f4-b9b0-3d7f7061e220,2025-10-06,카카오
d62eb4be-12d6-4538-bbed-785bb3fea372,2025-10-06,카카오
8cc797b7-cc07-4587-9085-7166d984f226,2025-10-06,카카오
75f3a8f4-ed0b-4b98-85e0-7cb6300e053e,2025-10-06,카카오
720e8284-d389-4edb-ac67-7284488b77df,2025-10-06,카카오
4b44580d-ef6c-492e-9b5c-8c76bf7f8320,2025-10-06,카카오
2c65041a-58c3-4be3-b998-9cf9a6dd7d2d,2025-10-06,카카오
830c2ee3-4ce7-4cab-bb5c-9118d57e9a63,2025-10-06,카카오
c9281579-2278-4620-ba7c-ce34117d69c6,2025-10-06,카카오
4aeacb78-8ee9-4b9b-9462-eff772549c8c,2025-10-06,카카오
33442dca-40c6-4f54-9175-1ed616172e2a,2025-10-06,카카오
9f747acc-1d01-4020-9fab-71199d8a23dd,2025-10-06,카카오
14cc4536-0493-47c6-9d22-5ff857cb99bb,2025-10-06,카카오
5675ab12-a1af-4f98-9756-8529a6786167,2025-10-06,카카오
7b8da818-1df6-43c1-9d51-b984758eae3a,2025-10-06,카카오
81fdfe37-7876-4132-8635-d5b60e374042,2025-10-06,카카오
9793c391-83e4-495d-82d2-e650c80cf8d5,2025-10-06,카카오
d4a04b02-6606-48a4-9ab5-ce474d70c25e,2025-10-06,토스
3b70e26f-2b98-4c57-bb6e-a018cd4ad20b,2025-10-06,토스
c6f6bc71-8c95-4933-bd31-9ff3a6363140,2025-10-06,토스
28002c6c-93b2-4b2a-9857-891d127346d4,2025-10-06,토스
4c135aa9-4453-41b1-8f61-3d2063ee7312,2025-10-06,토스
aab67357-1219-409e-8806-09b15638b4e9,2025-10-06,토스
a0ff898c-83ec-4bfd-8ddc-3074d76fa7c1,2025-10-06,토스
7b5628c1-bf83-4f00-bb41-910f4236d882,2025-10-06,구글
34e01531-a31f-4838-85c5-fe7698f30247,2025-10-06,구글
56dc469d-5205-464e-9b91-c83b27491ae5,2025-10-06,구글
9baa0cdf-542d-4195-a6fd-821dad8d7cae,2025-10-06,구글
96fa61e2-0ec5-4682-8130-04229e03fa11,2025-10-06,구글
a69824dc-bf53-46fb-9cb1-a8b86d184c16,2025-10-06,구글
f6c7a9ba-8c6e-423a-a562-50d5e7f6e3b3,2025-10-06,구글
930c78fa-7fde-48e2-8606-d7cb9974c292,2025-10-06,구글
5123dfea-0629-4995-b915-f175b72fe3f1,2025-10-06,구글
5585adb1-1664-435a-a12e-ddd1e0b0f4af,2025-10-06,구글
e9446feb-fe24-43f5-9243-9947c2d404e2,2025-10-06,구글
ef9d651f-ffb1-4390-bf5c-c62bd94fa21c,2025-10-06,구글
8820580d-a798-4030-aaad-4dbcf99f97fa,2025-10-06,구글
33f9bd8d-1087-4588-9ccf-8b3b6bcbf6f8,2025-10-06,구글
c5b37485-33b7-442a-be82-e09cda3cff0a,2025-10-06,구글
acd452d0-463f-4f77-961e-9ea1732e0d72,2025-10-06,구글
b40ae04a-85ba-48a7-a0c9-d7c2fa491ae4,2025-10-06,구글
8a45aa6f-d16c-4cb5-8a9e-82430ad2b3cd,2025-10-06,구글
e48a4036-3981-4ee9-8a2b-65d25ada9ecd,2025-10-06,구글
38d11abb-9909-43e7-acde-26f90e3dc475,2025-10-06,구글
9eb2e37d-0808-4e41-abf5-06e666c38249,2025-10-06,구글
