premium_event_id,premium_recognized_at,channel,premium_amount
4d4740f7-f0ae-476b-b9cc-f4a956f39495,2025-10-02,구글,915965.0635752301
4ddfb72d-a39d-4a78-bc7c-f41bd77496b0,2025-10-02,구글,661367.08264035
5336918c-a5be-4cb9-bb61-3c6b95b90d1e,2025-10-02,구글,1284616.1942983188
1ed452db-81e4-4c4a-a587-225e0f41ce75,2025-10-02,구글,968048.2864646277
fa7d4212-9c25-4368-b217-bc4230f6c6ad,2025-10-02,구글,641140.9872225432
79086c64-bce6-4da7-af61-9e3ff3b675d4,2025-10-02,구글,745067.1600152461
fa269156-9008-40b1-9b62-abc7325c156b,2025-10-02,구글,1155253.4411421218
66d04d2b-afe1-4c03-b5cd-cb00d153e508,2025-10-02,구글,1373609.5006860762
8002a6c4-08c8-4866-ab47-3985a2ea5215,2025-10-02,구글,2013312.4970196085
497dbabb-10b9-4eeb-a67e-b4bbd2388a40,2025-10-02,구글,2724908.3474512943
21094c90-0323-464a-b10b-0e888503f5bf,2025-10-02,구글,1194365.7517190638
686d04bf-b07c-4505-bef8-d8d436de3ae2,2025-10-02,구글,751497.4974963296
2995a8a5-faf6-42d8-8e62-5dcea0017cdb,2025-10-02,메타,840226.5566922453
ce1f1cef-6554-495a-95b2-c67b624a0f0a,2025-10-02,메타,1741246.5636208137
e6e818ac-e013-486a-9775-0ece567015bd,2025-10-02,메타,904420.4888105196
6526f2a1-5eea-40d7-9bc7-b84aa9e44653,2025-10-02,메타,1271916.8732633467
dac9fe5e-d466-4fa5-96be-e81a34fde052,2025-10-02,메타,703076.9510207024
ebc73008-4689-4daa-9dba-616f2f2b8c81,2025-10-02,메타,534433.3782544928
bfce4671-35d5-46c7-b034-a3713228ed5d,2025-10-02,메타,583554.5186762251
b5db0bf6-fa05-4b7c-bf1a-65f519c11da3,2025-10-02,메타,642324.8421196763
00dfbb2e-21b9-44af-8802-4d6a5abecf0b,2025-10-02,메타,2011372.249128876
4a26327b-f1bb-4341-a6b2-057cb485227e,2025-10-02,네이버,967415.151042627
6d34f013-0bec-4f91-9e36-482b58e95dee,2025-10-02,네이버,1605144.2771112279
876310e0-1cff-4a0b-8f1b-a3a86c4fc91c,2025-10-02,네이버,963038.1746406961
f9a622ef-dc01-4d42-961b-28beb59965c9,2025-10-02,네이버,871125.6919690002
1e442bb1-fd7b-47a1-a79e-45f0f467e4db,2025-10-02,네이버,1007667.4482565622
3b171887-c947-4850-86d2-bff1350027a7,2025-10-02,네이버,1454847.987949987
3a0add37-15c4-47be-9a90-230f1637de04,2025-10-02,네이버,983850.3203224892
2281d398-f3a5-4718-a69f-a11ab704b567,2025-10-02,네이버,784120.1556753276
a9e3046c-0d8f-441b-baed-58c26ad09691,2025-10-02,네이버,1353920.865950297
556ac479-dce4-46be-a067-85b2883866a6,2025-10-02,네이버,1060874.0145046252
f01429b5-fa99-41c5-ac54-de48069b6bd3,2025-10-02,네이버,1580297.2300540546
1bbaca8e-3149-4160-b182-66aa31e1104f,2025-10-02,네이버,971130.1233065234
2a27d6e7-102a-4e42-b685-e99069663da8,2025-10-03,카카오,1037380.0840064483
af80e7d9-800c-49c7-ae05-b6230f259b6e,2025-10-03,카카오,1508575.6750845045
71188079-7d85-423f-a352-135cda5addb6,2025-10-03,카카오,951469.1741296849
919e741f-fcc4-4f28-b843-71a71e4dc06b,2025-10-03,카카오,1154798.5005194312
05b5cb4c-f0a1-42b1-b2e4-723adc815fce,2025-10-03,카카오,449772.69651970203
bd3644b6-ae5d-4c85-9f9d-7bcf36abc441,2025-10-03,카카오,906191.9337286225
c1c2ada6-d0d9-4aba-9863-904886e5536c,2025-10-03,카카오,686201.9533656138
dbb59168-48a9-476b-9d47-59811d741b6f,2025-10-03,카카오,601675.3418103888
a990385f-c46c-4de4-b064-e0b9e122922f,2025-10-03,카카오,677865.7389881102
6c17eac4-c13e-41b6-adaa-80485df88548,2025-10-03,카카오,820045.1235135461
c53864e4-7ef1-4de2-b473-a1cf47b3f324,2025-10-03,카카오,1270122.2840732497
b34974c7-9b2a-492b-adf1-3e2e568ed549,2025-10-03,카카오,579441.7386521361
bf947a31-ae1f-4511-8840-28d322eee7cb,2025-10-03,카카오,931711.8509418613
644891ee-efc7-4f09-b825-0d5b01737067,2025-10-03,카카오,778090.8335496665
70a605d9-a800-4dcc-9378-706e16322009,2025-10-03,카카오,821898.5661831206
02a9364e-556b-4639-8467-2d3a17f0e439,2025-10-03,카카오,1309326.0399937965
c314a6cf-b304-4e3d-bd5a-945730363626,2025-10-03,카카오,1112809.274121366
a3d3a36c-120c-4d18-ae7c-8dda2d3f5a76,2025-10-03,카카오,1472021.506048774
e49d128c-406b-4a92-b097-32277751ddc2,2025-10-03,토스,1069865.0603092255
53844c58-d1a7-4095-9039-48f2b701193e,2025-10-03,토스,1500542.9409262275
207631ab-45b1-4f83-858a-90adf0c75e5f,2025-10-03,토스,719319.8033658119
dab16067-b9af-4165-aa1a-2e859c98adf5,2025-10-03,토스,740097.740366492
f8742bd3-60c4-4a29-9dfa-b802a5d70c38,2025-10-03,토스,419636.1704308164
cadec83c-f1bd-4a19-92dd-b7f81ed1173b,2025-10-03,토스,892070.2244751239
62e772b2-eeb2-4562-8c9c-7fefe8f940dc,2025-10-03,구글,641937.2309521185
151eebd6-4db2-40b5-aae9-569c36bc0e03,2025-10-03,구글,2103308.8062721393
35c12c6a-1238-4776-b7c8-c6f615ea5532,2025-10-03,구글,681138.7343857246
47b4884a-3619-473c-91f6-464c0a8dbb7e,2025-10-03,구글,725365.9005074478
03a02d1c-a35b-4619-9a38-9020a09f76b5,2025-10-03,구글,1909882.3516188615
18fa412e-fde0-45f5-b0d2-2116d9b77ab6,2025-10-03,구글,2717010.909345976
f9bc31fe-9e9e-4d34-a785-ce8152cd5233,2025-10-03,구글,707684.5696135547
bf8d5c28-51b0-46f4-adee-25bf9a070c14,2025-10-03,구글,922505.4677952251
7b250144-20a8-4483-87a8-a90e56510fe1,2025-10-03,구글,1165993.498036464
17765f86-9c23-40c8-be40-39a1ef169c68,2025-10-03,구글,1842881.5427160396
718a724b-958f-4d74-b65b-95192239098f,2025-10-03,구글,752162.6744069065
0e309a5f-fbcd-405e-951a-7107439927de,2025-10-03,구글,960711.129014886
81c60706-b10a-4724-9f18-8fcbb9b503bb,2025-10-03,구글,1346328.9335117927
368e47cf-ea27-430a-ade2-d47615119abb,2025-10-03,구글,1202416.142234184
2d10988e-513d-4759-9b80-8a791f5b8dc1,2025-10-03,구글,920101.4680135583
63a457eb-a385-460a-8830-9c44bcd7c9d6,2025-10-03,구글,996704.0451378431
dd7ff168-8626-44be-8577-e3bf4df09a0a,2025-10-03,구글,661757.9416545826
145a2f53-1350-4380-8259-4e04a650e793,2025-10-03,구글,962966.0177516548
0bc11060-1373-40d8-a75c-0732c89edf19,2025-10-03,구글,954041.8964359491
4709d031-f233-4077-a67e-9957f338e62f,2025-10-03,구글,1124654.9116281138
e1273f36-e907-482e-8d3a-9b2bbbfac77a,2025-10-03,구글,867276.1833026531
49013ec3-7f90-4583-b159-1c6e15e3a5e4,2025-10-03,구글,1217096.2420219323
afff1dda-64f2-4e3c-8f26-f5b9046f1a5f,2025-10-03,구글,1455073.4779896247
4c7475aa-d2fa-4932-9633-e0624d18f851,2025-10-03,구글,1096531.3264208
3c946003-0282-46e4-a5a0-a7b395b651fe,2025-10-03,구글,1169925.1759393688
2a547469-f498-4f51-8217-35be236a1032,2025-10-03,구글,1060140.4978742437
99af2396-b4ba-4e1d-9e69-65fedcd65147,2025-10-03,구글,1041735.455400622
1fc60c7e-a03b-4bd3-9f0a-4b49387e465e,2025-10-03,메타,550165.9705570665
80a920cb-3b09-46f2-a3b1-a011489e4a49,2025-10-03,메타,1382490.3695196812
14cdde05-68cc-4349-b044-79fababcad66,2025-10-03,메타,953638.1255900633
3651aae7-e962-4585-a5d4-ffd0288d4b73,2025-10-03,메타,1040276.6303673032
02201112-6762-4189-94e7-98cc08ad61a0,2025-10-03,메타,427241.82651306427
1f24d0ec-a1ba-4ef1-985f-a82c950c3bad,2025-10-03,메타,1244090.4488945068
a23deeab-83e8-4e1d-adce-a6b76880256d,2025-10-03,네이버,968782.9017537907
3849ffc6-7fb8-4702-a3c5-edbf9e8176f3,2025-10-03,네이버,1011362.6993849302
3b2f7b19-8801-4430-821d-66f068b04dd7,2025-10-03,네이버,795210.4703714299
bbeb007d-ddf6-468c-8ca2-5b42322b399b,2025-10-03,네이버,483028.7761388672
91631ae3-b3e4-4ee7-b495-dcb785596175,2025-10-03,네이버,1023081.5155631125
9b5aa773-df28-47ea-82eb-cd3fe0571790,2025-10-03,쿠팡,708074.8938241808
b9accc34-9e91-4da2-8497-979ff1efdd91,2025-10-03,쿠팡,1406753.9869973117
a867dde0-d069-4a89-9e5e-79d601fb5dbc,2025-10-03,쿠팡,1040791.4000744956
c74bc70f-4499-4206-9f30-9ae6c8cdbaf3,2025-10-03,쿠팡,1686806.4353667407
eb24bf28-1017-49b3-bce1-3c1583bad029,2025-10-04,카카오,944770.1818380087
855b282e-734b-4a08-831b-a3d7bdaf4b55,2025-10-04,카카오,1388860.7064303875
1fdabbde-138c-40e4-80f9-2b4a1ed46aa3,2025-10-04,카카오,1198836.4228282291
3cdaf54e-c974-4796-9e04-1e8f3842136d,2025-10-04,카카오,1743288.8064667208
3b872059-3bef-40df-8d55-b9206a6da4fd,2025-10-04,카카오,1190434.581008408
9f8087c7-44c4-4cfe-b80b-2d51d9ca3936,2025-10-04,카카오,531704.8181147946
ad3556c6-2f54-4ac6-82bb-dc075af0d495,2025-10-04,카카오,900426.8792479495
ec4d32ca-d2e2-491d-9cae-f5558ecf1b23,2025-10-04,카카오,611613.1985936663
1373085e-72ab-4d76-85ef-8c72c9ac7c1e,2025-10-04,카카오,768856.7158377588
2f2adfdc-ea45-43c3-867a-041f772c99a1,2025-10-04,카카오,1564360.703438423
1c59b33f-0e0d-4e8d-af0d-048735857497,2025-10-04,카카오,1152212.63760691
f07cfc52-fdd9-405d-8f7e-d2521bc09b02,2025-10-04,카카오,721748.6309274455
d9e97ecd-c407-4357-a131-4e3b1bfb683a,2025-10-04,카카오,646453.6445078487
b430229c-5617-4ea3-9c09-63471c6c110f,2025-10-04,카카오,932413.4238684815
6725f472-1194-4a40-86b1-18fe1b515119,2025-10-04,카카오,602149.961266542
0f752f90-918d-4f01-8faa-21b2d8901d2d,2025-10-04,카카오,728803.0089518036
5006722a-b7e5-45b3-b786-8bfc1e39f27f,2025-10-04,카카오,1028139.2424611653
a94c28dd-cc3d-466d-ba75-17391dd24bfb,2025-10-04,카카오,1381136.2159802176
ec3136f4-51dd-4cc8-a690-54edcee58965,2025-10-04,카카오,1140667.717402679
a45de6b3-6f32-4db2-990b-707f64cbe4dc,2025-10-04,카카오,413373.37641224486
0d2ac865-ca35-4e91-95c6-716c89233309,2025-10-04,카카오,1025392.686335572
579652ed-7d2e-42c8-bac5-41d2b41a3d6b,2025-10-04,토스,763871.2965023228
bdbaef5d-003e-4ff4-a295-ec5092799687,2025-10-04,토스,1292828.9858041487
ce7ab509-095f-4e36-ac51-0b1b8feb39eb,2025-10-04,토스,1424216.472401185
32e1da75-037b-4a09-894f-8b744635b173,2025-10-04,토스,1036755.6552834181
d9c2c3fa-f48d-411d-8b4b-681011b77979,2025-10-04,토스,1037355.7906746845
f091b61c-e79b-40ee-8175-089ee44b094c,2025-10-04,구글,794150.4707718577
e9161a9a-7e19-450c-8488-df6abbccdc1f,2025-10-04,구글,1113625.8497518229
56e1e80a-1ade-4f4c-be09-8d33da7c9c91,2025-10-04,구글,1376449.410513199
b1ad5c95-441c-4fca-8728-dd2867e2cfff,2025-10-04,구글,1045641.7148469695
4158b86e-a12f-463c-a5b5-dae2faa12e2c,2025-10-04,구글,1615132.7874865541
9a590aac-641c-4b70-9caa-da315532e92e,2025-10-04,구글,1382097.391182894
332461c9-48fb-4c58-9cc0-740d9031d00e,2025-10-04,구글,1375284.7517751935
2a671ace-0dce-4389-8eeb-a9c44fea1bcc,2025-10-04,구글,1250719.0491422245
b957c525-4d3a-44ac-b9bf-67d8ee2a2e06,2025-10-04,구글,2245629.096097588
932d1911-ea35-4040-924b-f39700133097,2025-10-04,구글,973513.8984164414
c48409f9-0ca2-4514-b4bf-1618855de1ea,2025-10-04,구글,537781.9079431345
cc9d9da1-5aaf-4cfb-bc71-3a8baf931e1b,2025-10-04,구글,1768734.1462263449
d6858fde-d538-4024-8e26-5658c3fa4ae0,2025-10-04,구글,895672.3332302201
a69b00ec-7d65-41cd-a097-f224efafb6c2,2025-10-04,구글,1079459.795272962
320a2caf-0c71-4a57-8087-94cd5d1a9736,2025-10-04,구글,1604820.4895476243
70d80a6b-473a-4a40-8797-160aa0f8b801,2025-10-04,구글,613923.1824089114
db1fd14f-c2d2-4734-b229-5cd55bae1ade,2025-10-04,구글,689227.8259625164
f6ce98c6-a6b9-4311-993a-835c6df25f71,2025-10-04,구글,614122.0823287973
0c041861-ac2c-4cc9-96fc-7ff2ce0b1d5c,2025-10-04,구글,801552.5088092498
f6d3a7b8-0c3c-4f22-b88b-87aadc5c48a3,2025-10-04,구글,1204350.31008797
9f749e22-ddae-4999-9f01-f31dbfde1295,2025-10-04,구글,1238427.1758458724
b358a88f-7660-4571-abf6-0e9af4e582d3,2025-10-04,구글,1141143.3050238215
18958d8a-34c1-47d2-b3f4-1cb0c900107f,2025-10-04,구글,653539.3314521911
f143f933-a248-483d-bbc8-bd6a90feb90f,2025-10-04,구글,486035.3338718221
1a59ece9-d0cc-4384-8506-6f75db7560d3,2025-10-04,구글,1060559.7799069853
c0fd4f78-51c5-4568-b3d7-ed8e1e7f3e17,2025-10-04,구글,891521.334191369
7fa2fc91-350b-4300-b2c6-f251281197f9,2025-10-04,구글,1212224.9642259825
14792fc0-61a7-4026-8b1b-99633f61047b,2025-10-04,구글,1313249.8629038134
4faa8242-7d4e-4f85-9794-79d0ed1daf62,2025-10-04,구글,1090329.3999580804
40a4844b-6d26-4b6a-a913-4095678537c7,2025-10-04,메타,1057487.9207960833
98f4105e-b66a-443a-af9d-3a20d79d0238,2025-10-04,메타,771895.4160278323
aebf0ca5-d025-4b47-82ba-6c84eea66c84,2025-10-04,메타,819068.5002267614
de29f67b-77cd-4f6e-a822-9615e185690b,2025-10-04,메타,1196304.1437272755
75505e75-db27-49b7-a595-849c39c926fb,2025-10-04,메타,386820.37489647634
45c30eff-27cf-4528-8447-cd9158074d62,2025-10-04,메타,511115.532127073
92a6040a-2d26-414a-8a93-60697b12a7e5,2025-10-04,메타,474523.16049274715
77af7bbe-5417-4e6e-8070-9a0c1f2c1836,2025-10-04,메타,337558.26694380114
f055321c-4b0d-4121-9b6a-f3de417bd0fd,2025-10-04,메타,654504.7286063189
73af11f1-8f1a-4f0c-a0fc-2e2745dab327,2025-10-04,메타,1158588.9787261067
7258e344-6b08-403f-904f-bc4cb4f9a73d,2025-10-04,메타,766037.3739396455
cc2da62e-e2aa-4666-a022-8f9dd8ebf65c,2025-10-04,메타,929178.2737254226
08625771-35f1-4b50-93cb-498c9129803e,2025-10-04,메타,1327259.5208866114
df2c8c93-63d1-43cf-9343-ce1ae44ad2da,2025-10-04,메타,1460098.2968627638
19ac602b-c672-4e2d-b884-2ee1552fa065,2025-10-04,메타,835081.572968263
d1f4dce6-5187-4276-b92a-c1535bee07c0,2025-10-04,메타,1475303.399171151
a33db831-70a1-4a96-8f0d-df9dcd6ead38,2025-10-04,메타,890724.5650280744
cfb1651e-6b71-4826-9eac-e86b9505f57f,2025-10-04,메타,614141.4625337003
bbc24966-ae7b-458c-9fa0-9becae74b9fe,2025-10-04,메타,676832.9183057336
68470557-98b8-48b2-9442-db659a6c1580,2025-10-04,메타,474836.2373523396
0f5fc51a-34ef-4d88-a4f8-70587aa62e97,2025-10-04,메타,601803.5388699664
a6f3e3bc-73af-4a52-98d4-ced695b2b4e9,2025-10-04,메타,743953.0372890721
b8ce1e11-0899-47d7-9418-ea6f60187122,2025-10-04,메타,1183958.298424873
e9dc9f87-c3ee-4628-87bf-2d4d37cc9810,2025-10-04,메타,1708707.5048993628
ca3928a8-468f-4e31-8d8a-0f0d7c3a90d8,2025-10-04,메타,493889.58496882283
f4a5625f-5446-4298-9995-e8489909db01,2025-10-04,메타,1004570.7084361879
28ce0600-b6af-4f84-8ecb-cab9260fb0b0,2025-10-04,메타,566211.1190352099
cc082cec-42e5-4a3d-97be-784044353e83,2025-10-04,메타,1038012.8274826643
9f282ff0-2294-4dd9-b229-a780643402cf,2025-10-04,네이버,803593.1085532127
aaa85a88-5903-4248-8c45-bf65db607a46,2025-10-04,네이버,534230.4271661538
daff6325-8830-4bf1-a28f-a33af498b38c,2025-10-04,네이버,1335012.7768508473
a0ba12c7-4868-4ba1-a80f-48f62523ddbb,2025-10-04,네이버,806868.19641149
6c6238fb-258b-4a5e-bbc9-29b6ca1cf42f,2025-10-04,네이버,1357974.2572173802
f1242d4c-c767-415f-98f6-9c3091a34637,2025-10-04,네이버,1043683.7825070397
a4d97965-a010-445a-bf65-a4f3a420a054,2025-10-04,네이버,867214.6817672458
66fb2446-062f-4479-8408-5d655f8d2461,2025-10-04,네이버,1030763.8345792666
3115451c-aa35-4def-b4b2-3049de0780e6,2025-10-04,네이버,1835111.6313158853
f23d3322-329e-4755-b32f-bd23df370414,2025-10-04,네이버,1920246.921991477
7eda217c-e012-4556-b9ae-b1f1192b8847,2025-10-04,네이버,932130.9230032484
b0dde8d0-f444-4658-9e7e-424c37b12c0d,2025-10-04,네이버,963107.1621436254
ae9a6a42-1efa-4623-ba1c-09765532666e,2025-10-04,쿠팡,417967.26478075323
ba4833e8-d41e-44b2-90ec-47886d00a29a,2025-10-04,쿠팡,341165.74660166004
01f6a60e-8037-4112-bb93-1fc5051342ee,2025-10-04,쿠팡,509647.9204569884
9f7d6c65-bfcf-4c83-9e1b-91e9fde59c32,2025-10-05,카카오,618083.889958554
1e138f4e-678f-422f-a784-81bec46b7a1a,2025-10-05,카카오,923823.6916119853
797b5578-d88e-4989-aac6-002b1ccc1a1a,2025-10-05,카카오,2288125.8971709167
4138b8f1-fc34-48e2-8de1-86adfd2a21cb,2025-10-05,카카오,996630.8908293966
fd16aba6-be2e-4b76-a092-1a3a3fd49f7a,2025-10-05,카카오,1522223.9187349353
9fdbb1b2-c5ff-4dcc-b9ef-fa56c102df0e,2025-10-05,카카오,951780.6837369367
0ee19ec4-e5ea-400a-ad81-b9ffbb2a42f7,2025-10-05,카카오,1129549.9466025757
006d336b-77fc-4016-9e29-0152045a86d4,2025-10-05,카카오,903637.6529229891
5fc991ac-72d1-424b-9774-ffc553eccd1a,2025-10-05,카카오,868406.4958760081
c4b5b851-77d0-4605-a460-87005d654233,2025-10-05,카카오,701684.4017700439
9072cbff-ef01-4251-bf9f-8aca541764ba,2025-10-05,카카오,1071599.903158771
d542f26b-b859-4a41-b5a6-818d563ddb0b,2025-10-05,카카오,684209.7724341393
e2aad22c-4731-4084-b530-fae782bdd0c4,2025-10-05,카카오,1163580.7748725277
1a8c332e-1d88-4789-9ea5-c01ba8684cbb,2025-10-05,카카오,1347697.7202940262
7b4492d5-34e9-4d4c-b48d-160b415fdc66,2025-10-05,카카오,1047947.2862096409
58e5d190-fc13-4f0d-98bb-e7b8fa461402,2025-10-05,토스,537664.5167220179
97b74252-05c6-4c28-8c25-7ba7ebf6a6c0,2025-10-05,토스,1593400.2814921965
fbc2832e-d23d-43d2-a5b5-6f9e2c787b66,2025-10-05,토스,1333454.469493923
5b069447-269c-4c3b-90a8-d58ce5668fd7,2025-10-05,토스,721949.6630031088
b677757a-7651-4afe-9b99-45b5e9d506a0,2025-10-05,토스,536146.0433973549
8e8aa1be-3d45-4ce8-a227-25b35f4d50be,2025-10-05,구글,1298757.1461949893
3630fb36-1d82-4d60-964c-5201b25c2ed5,2025-10-05,구글,830022.3313339349
a7cef41c-e4ab-4c21-ac0d-53af22c6c7a0,2025-10-05,구글,1400934.1506596997
6f06b77b-da4f-4aa9-a299-75fcd6076a19,2025-10-05,구글,1783199.7671688756
e985329c-0633-4406-858b-24e530d3820a,2025-10-05,구글,756321.1724909588
ec32178f-6ce1-46fa-b4c2-a5cdb61f4245,2025-10-05,구글,777183.0377153411
debec70a-9492-403e-aaf8-9d140610f38d,2025-10-05,구글,1618773.899926381
876fe8b3-b4fa-4c93-84d6-6e73a90c5f79,2025-10-05,구글,977963.1038291379
6c2bbb28-2777-4639-b7fc-e04f44951cf0,2025-10-05,구글,1655530.0661083704
4dae6806-18c3-4f98-be44-b3f24a75be97,2025-10-05,구글,900165.5347052799
6758b576-e858-4869-84fa-24723e4e1c9c,2025-10-05,구글,1683752.9823132134
bf336611-1d65-4824-89b9-db325ebf34bd,2025-10-05,구글,1087901.3782670686
48cb8930-72f0-4794-a224-d4815b36ce6a,2025-10-05,구글,1134368.027052039
c92db069-0858-47b0-94ff-11423be47e15,2025-10-05,구글,1745807.3736397936
69a99a01-efe4-494e-ad1b-22449a2b6875,2025-10-05,구글,924479.8002679809
20918ee5-25b0-4c09-9614-59a6e0cba8d3,2025-10-05,구글,763600.8210839696
0e05d96e-e965-4f54-9891-dfd634cde1a2,2025-10-05,구글,898376.5221616224
2df52fe6-ca96-476e-a854-1a92514e0536,2025-10-05,구글,1209407.2741511797
146794d3-e987-4a20-88c3-fbe94ffc82d3,2025-10-05,메타,1139021.0478435152
d079be89-909f-499d-966a-ee491a7771f7,2025-10-05,메타,1119067.4396744675
a4f31346-36fb-4540-836a-5589e2d90da7,2025-10-05,메타,1001445.5259945643
9b577213-ac3e-4ded-99f7-c2b85628ef27,2025-10-05,메타,1072553.9614553968
34475fa9-3461-4c76-b821-88ad7a5ff444,2025-10-05,메타,966568.128881429
9f110c89-5fbb-4092-9180-b5de7f8c01b7,2025-10-05,메타,1937616.5364032525
c2a6a0f5-3929-4dab-bec1-5fed71b54ffc,2025-10-05,메타,829105.0928487213
85f38c2b-b6db-43f5-baee-d1fc03d1d155,2025-10-05,메타,759265.3331232439
4d864637-5aa5-44f7-aa31-c351b1b10cd7,2025-10-05,메타,635094.339503037
69617b11-9099-486d-b2e0-ec603e237c04,2025-10-05,메타,568089.8074418235
bfe71b23-7516-4269-b39f-ffa27216e14c,2025-10-05,메타,521858.1831109355
