date,channel,spend,leads,call_attempt,call_connected,contracts,premium
2025-02-28,social,2797.5111906630354,14,10,4,0.0,0.0
2025-03-01,search,2203.141882779286,10,7,2,0.0,0.0
2025-03-01,social,3704.2472476737807,16,12,5,1.0,918.0
2025-03-02,search,3546.723114023027,16,12,4,0.0,0.0
2025-03-02,social,2773.723932636709,11,8,3,0.0,0.0
2025-03-03,search,7593.318549499519,34,25,13,2.0,2592.0
2025-03-03,social,5869.925352767014,26,19,9,2.0,2160.0
2025-03-04,search,2498.9894399895056,10,7,3,0.0,0.0
2025-03-04,social,2091.078827417355,7,5,2,0.0,0.0
2025-03-05,search,7923.238822879092,35,27,12,2.0,2592.0
2025-03-05,social,4018.808835588271,18,13,5,0.0,0.0
2025-03-06,search,6889.156472947922,32,24,11,2.0,2592.0
2025-03-06,social,4728.143689005213,22,16,7,1.0,1080.0
2025-03-07,search,2999.6367438163106,15,11,4,1.0,1296.0
2025-03-07,social,1541.8007999215877,6,4,1,0.0,0.0
2025-03-08,search,5821.622661786502,26,19,9,1.0,1101.0
2025-03-08,social,4087.804260481507,18,14,7,1.0,918.0
2025-03-09,search,3790.5394742118224,17,13,6,1.0,1101.0
2025-03-09,social,3094.7611196528574,14,10,4,0.0,0.0
2025-03-10,search,1894.9999081106344,9,7,3,0.0,0.0
2025-03-10,social,4019.447993702863,17,12,5,0.0,0.0
2025-03-11,search,5590.321911095336,25,19,9,1.0,1296.0
2025-03-11,social,2490.7068142938942,9,7,3,0.0,0.0
2025-03-12,search,4552.410958918877,21,16,8,1.0,1296.0
2025-03-12,social,3026.255996406731,15,11,5,1.0,1080.0
2025-03-13,search,6650.119818291303,29,22,10,2.0,2592.0
2025-03-13,social,4034.285602798854,20,14,6,1.0,1080.0
2025-03-14,search,7245.756853638984,31,25,12,2.0,2592.0
2025-03-14,social,3325.224666289648,14,10,4,1.0,1080.0
2025-03-15,search,3525.6024594466444,17,13,6,1.0,1101.0
2025-03-15,social,3563.9503871718675,17,13,6,1.0,918.0
2025-03-16,search,5413.489899754712,24,18,8,1.0,1101.0
2025-03-16,social,1743.035516417145,9,7,3,0.0,0.0
2025-03-17,search,3913.958291677745,17,13,5,1.0,1296.0
2025-03-17,social,3133.6090827452117,13,10,5,1.0,1080.0
2025-03-18,search,3214.686257872556,13,9,4,0.0,0.0
2025-03-18,social,4217.762207980871,19,14,6,1.0,1080.0
2025-03-19,search,3864.691271269499,17,12,5,1.0,1296.0
2025-03-19,social,6049.159222336385,26,20,9,2.0,2160.0
2025-03-20,search,8071.811270106355,36,27,12,2.0,2592.0
2025-03-20,social,4571.16540367837,21,17,8,1.0,1080.0
2025-03-21,search,7289.497827458599,32,25,11,2.0,2592.0
2025-03-21,social,4139.206977039919,18,14,7,1.0,1080.0
2025-03-22,search,2790.4608193634776,13,10,4,0.0,0.0
2025-03-22,social,4398.743289698443,19,14,6,1.0,918.0
2025-03-23,search,3101.353655287944,13,10,4,0.0,0.0
2025-03-23,social,2370.7073751638127,12,9,4,0.0,0.0
2025-03-24,search,5835.054128804834,26,20,9,1.0,1296.0
2025-03-24,social,1888.317599112007,7,5,2,0.0,0.0
2025-03-25,search,2653.495897858664,10,7,3,0.0,0.0
2025-03-25,social,5271.298717200547,23,17,8,1.0,1080.0
2025-03-26,search,4814.766897537032,21,16,8,1.0,1296.0
2025-03-26,social,2733.123808289105,13,9,4,1.0,1080.0
2025-03-27,search,6240.727464540335,28,21,10,2.0,2592.0
2025-03-27,social,2492.654702648702,10,7,3,0.0,0.0
2025-03-28,search,4334.074598124963,19,14,6,1.0,1296.0
2025-03-28,social,5134.3894816668935,23,18,8,1.0,1080.0
2025-03-29,search,5568.2954781901535,25,19,8,1.0,1101.0
2025-03-29,social,5360.326333880041,25,19,8,1.0,918.0
2025-03-30,search,4077.1861861395087,17,13,5,0.0,0.0
2025-03-30,social,2021.895220751763,7,5,2,0.0,0.0
2025-03-31,search,7490.697116879034,34,27,13,2.0,2592.0
2025-03-31,social,6658.709224799928,30,23,11,2.0,2160.0
2025-04-01,search,1736.8716545529246,9,6,2,0.0,0.0
2025-04-01,social,4885.653967260062,23,17,8,1.0,1000.0
2025-04-02,search,2997.004234456656,12,9,3,0.0,0.0
2025-04-02,social,3830.128866788069,18,13,6,1.0,1000.0
2025-04-03,search,3050.784915739465,14,10,4,0.0,0.0
2025-04-03,social,5352.325034253109,24,18,8,1.0,1000.0
2025-04-04,search,4174.513729099973,19,14,7,1.0,1200.0
2025-04-04,social,5811.413806469506,25,18,10,2.0,2000.0
2025-04-05,search,6274.8355925689,27,21,10,1.0,1020.0
2025-04-05,social,4947.532414618229,21,17,7,1.0,850.0
2025-04-06,search,4921.085968540846,22,17,8,1.0,1020.0
2025-04-06,social,4891.232909228703,21,15,7,1.0,850.0
2025-04-07,search,5567.254819870932,23,17,8,1.0,1200.0
2025-04-07,social,3060.3735323199594,15,11,5,1.0,1000.0
2025-04-08,search,2701.462143237359,12,9,4,0.0,0.0
2025-04-08,social,6090.676942119634,29,22,10,1.0,1000.0
2025-04-09,search,2793.446302299475,14,10,4,0.0,0.0
2025-04-09,social,1722.772094612293,7,5,2,0.0,0.0
2025-04-10,search,4998.399789909692,23,17,8,1.0,1200.0
2025-04-10,social,4062.647010468058,18,13,5,1.0,1000.0
2025-04-11,search,4125.850405731925,19,15,7,1.0,1200.0
2025-04-11,social,5026.420152680663,25,18,8,1.0,1000.0
2025-04-12,search,5804.887834617275,25,20,10,2.0,2040.0
2025-04-12,social,4231.392052348452,18,14,6,1.0,850.0
2025-04-13,search,3779.631804695187,16,12,5,1.0,1020.0
2025-04-13,social,2548.7481041818824,11,8,3,0.0,0.0
2025-04-14,search,1867.42208372568,8,6,2,0.0,0.0
2025-04-14,social,5203.418502187494,24,18,8,1.0,1000.0
2025-04-15,search,6810.072088641214,31,24,11,2.0,2400.0
2025-04-15,social,2220.3201424328117,10,7,3,0.0,0.0
2025-04-16,search,1806.9462121142008,9,6,2,0.0,0.0
2025-04-16,social,4075.440152895756,18,14,6,1.0,1000.0
2025-04-17,search,6142.119320660983,26,20,9,1.0,1200.0
2025-04-17,social,3953.5215592281634,18,14,7,1.0,1000.0
2025-04-18,search,2696.325166221252,11,8,3,0.0,0.0
2025-04-18,social,2865.636626743414,14,10,4,0.0,0.0
2025-04-19,search,1848.6778122371657,9,6,3,0.0,0.0
2025-04-19,social,4308.860641693415,19,14,7,1.0,850.0
2025-04-20,search,6142.954906503846,28,21,10,2.0,2040.0
2025-04-20,social,4339.827109115136,20,15,7,1.0,850.0
2025-04-21,search,2989.19946568924,14,10,4,0.0,0.0
2025-04-21,social,3990.227827545036,16,12,5,1.0,1000.0
2025-04-22,search,2691.817178631217,10,7,3,0.0,0.0
2025-04-22,social,6105.548181693753,28,22,9,1.0,1000.0
2025-04-23,search,2882.2839031249764,13,10,4,0.0,0.0
2025-04-23,social,4624.853030527018,20,15,7,1.0,1000.0
2025-04-24,search,2836.1086817286973,12,9,4,0.0,0.0
2025-04-24,social,2636.5529802540373,12,9,4,0.0,0.0
2025-04-25,search,4075.449519451564,18,13,6,1.0,1200.0
2025-04-25,social,5867.012432369672,27,21,9,1.0,1000.0
2025-04-26,search,3406.6542963756838,14,11,5,1.0,1020.0
2025-04-26,social,4410.9643313960005,19,15,7,1.0,850.0
2025-04-27,search,4039.929440860042,19,14,6,1.0,1020.0
2025-04-27,social,4511.717551858346,21,16,7,1.0,850.0
2025-04-28,search,5586.284256403109,24,19,8,1.0,1200.0
2025-04-28,social,3677.377858252203,15,11,5,1.0,1000.0
2025-04-29,search,2057.978342153496,9,7,3,0.0,0.0
2025-04-29,social,5234.825488504166,22,16,8,1.0,1000.0
2025-04-30,search,3791.8556183745,16,11,5,1.0,1200.0
2025-04-30,social,3771.239964395456,17,13,6,1.0,1000.0
2025-05-01,search,7215.42849556695,32,25,11,1.0,1176.0
2025-05-01,social,4195.445238330929,18,14,7,1.0,980.0
2025-05-02,search,3478.2612115036527,15,12,6,1.0,1176.0
2025-05-02,social,5624.396205336965,25,18,9,1.0,980.0
2025-05-03,search,1940.3023117791436,8,6,3,0.0,0.0
2025-05-03,social,4773.795630035143,21,16,8,1.0,833.0
2025-05-04,search,2100.002860924902,9,6,3,0.0,0.0
2025-05-04,social,3506.777791926705,16,12,5,1.0,833.0
2025-05-05,search,2408.956198773885,11,8,3,0.0,0.0
2025-05-05,social,4602.157915559185,20,15,6,1.0,980.0
2025-05-06,search,2077.043163838138,8,6,3,0.0,0.0
2025-05-06,social,4759.23251954029,20,15,7,1.0,980.0
2025-05-07,search,5231.048434156995,24,19,9,2.0,2352.0
2025-05-07,social,5953.79582794883,27,21,9,2.0,1960.0
2025-05-08,search,7317.197265386576,33,25,11,2.0,2352.0
2025-05-08,social,2312.846314467035,10,7,3,0.0,0.0
2025-05-09,search,6848.822101279895,29,22,10,1.0,1176.0
2025-05-09,social,1892.235685604286,9,7,3,0.0,0.0
2025-05-10,search,3271.717095720565,16,11,5,1.0,999.0
2025-05-10,social,2558.46545462784,13,10,4,0.0,0.0
2025-05-11,search,6174.4113422213895,29,22,10,2.0,1998.0
2025-05-11,social,4651.920390252031,20,14,6,1.0,833.0
2025-05-12,search,5482.912104159322,24,18,8,1.0,1176.0
2025-05-12,social,3499.6616691832573,15,11,5,0.0,0.0
2025-05-13,search,5475.47234763716,25,19,9,1.0,1176.0
2025-05-13,social,5447.198040950776,23,18,7,1.0,980.0
2025-05-14,search,4819.017526892185,20,15,6,1.0,1176.0
2025-05-14,social,2171.753348552661,10,7,3,0.0,0.0
2025-05-15,search,6908.659364851487,31,24,12,2.0,2352.0
2025-05-15,social,5253.076683360599,23,17,8,1.0,980.0
2025-05-16,search,6015.169574983651,27,21,9,2.0,2352.0
2025-05-16,social,4030.508919174099,19,14,6,1.0,980.0
2025-05-17,search,5506.727085588386,22,17,7,1.0,999.0
2025-05-17,social,4927.858992096985,21,15,7,1.0,833.0
2025-05-18,search,2659.578220741529,11,8,3,0.0,0.0
2025-05-18,social,4855.013635545571,21,16,7,1.0,833.0
2025-05-19,search,3303.9669966318847,14,10,4,0.0,0.0
2025-05-19,social,2894.002413948161,12,9,4,0.0,0.0
2025-05-20,search,4471.815023008705,20,15,7,1.0,1176.0
2025-05-20,social,5281.499608076106,24,18,8,1.0,980.0
2025-05-21,search,2295.1413125898675,11,8,4,0.0,0.0
2025-05-21,social,3040.063941228088,13,9,4,0.0,0.0
2025-05-22,search,3230.820130402172,14,10,4,1.0,1176.0
2025-05-22,social,3616.010349088844,16,13,6,1.0,980.0
2025-05-23,search,2694.6623810827755,11,8,3,0.0,0.0
2025-05-23,social,5327.510142209209,24,19,8,1.0,980.0
2025-05-24,search,3202.4216767997395,15,11,5,1.0,999.0
2025-05-24,social,3804.7223596333943,18,14,6,1.0,833.0
2025-05-25,search,5443.776858370801,25,18,8,1.0,999.0
2025-05-25,social,1299.2500400148497,6,4,2,0.0,0.0
2025-05-26,search,7077.344465240994,31,25,12,2.0,2352.0
2025-05-26,social,6000.704990786154,26,20,9,1.0,980.0
2025-05-27,search,5882.589619259862,25,19,7,1.0,1176.0
2025-05-27,social,3781.761483825629,17,13,6,1.0,980.0
2025-05-28,search,5069.14088681746,23,17,8,1.0,1176.0
2025-05-28,social,5913.597151082243,26,20,10,2.0,1960.0
2025-05-29,search,4454.743923763811,18,14,6,1.0,1176.0
2025-05-29,social,2892.719062158219,12,8,4,0.0,0.0
2025-05-30,search,7024.349180026999,31,23,10,2.0,2352.0
2025-05-30,social,3013.9247550792697,14,10,4,0.0,0.0
2025-05-31,search,5604.485470562707,23,18,8,1.0,999.0
2025-05-31,social,3255.709981458934,13,10,4,0.0,0.0
2025-06-01,search,1879.6958285527503,8,6,3,0.0,0.0
2025-06-01,social,3479.604742799368,15,11,5,1.0,807.0
2025-06-02,search,1782.5302939893495,8,6,2,0.0,0.0
2025-06-02,social,3420.569595938223,17,13,6,1.0,950.0
2025-06-03,search,6488.544898073452,29,22,9,1.0,1140.0
2025-06-03,social,2640.6018631982324,10,7,3,0.0,0.0
2025-06-04,search,3106.793526906667,12,9,4,0.0,0.0
2025-06-04,social,5157.431518475277,23,18,9,1.0,950.0
2025-06-05,search,2447.411285554775,13,9,4,0.0,0.0
2025-06-05,social,5615.373598131371,26,19,8,1.0,950.0
2025-06-06,search,1672.6361528499117,7,5,2,0.0,0.0
2025-06-06,social,4577.028056400519,23,17,7,1.0,950.0
2025-06-07,search,1974.07872312176,9,6,2,0.0,0.0
2025-06-07,social,1772.338693205561,6,4,1,0.0,0.0
2025-06-08,search,1921.7620654022617,9,7,3,0.0,0.0
2025-06-08,social,3871.042255853751,16,12,5,0.0,0.0
2025-06-09,search,5007.028247903204,21,17,8,1.0,1140.0
2025-06-09,social,3520.236479742642,16,13,6,1.0,950.0
2025-06-10,search,4496.489595331714,21,15,7,1.0,1140.0
2025-06-10,social,2119.42249652799,9,6,2,0.0,0.0
2025-06-11,search,2357.597795128044,10,7,3,0.0,0.0
2025-06-11,social,5433.279322701708,25,18,8,1.0,950.0
2025-06-12,search,3102.6381781803943,15,11,5,1.0,1140.0
2025-06-12,social,4986.887777000368,22,17,8,1.0,950.0
2025-06-13,search,4926.867450942875,22,16,7,1.0,1140.0
2025-06-13,social,5612.771995692581,24,19,9,2.0,1900.0
2025-06-14,search,5918.936990518863,27,20,9,2.0,1938.0
2025-06-14,social,1591.6008389518586,5,3,1,0.0,0.0
2025-06-15,search,5297.017419300378,21,16,7,1.0,969.0
2025-06-15,social,3886.9088612682217,18,13,5,1.0,807.0
2025-06-16,search,1787.317951953264,8,5,2,0.0,0.0
2025-06-16,social,5052.600247655089,21,16,7,1.0,950.0
2025-06-17,search,5680.65848877643,26,19,8,1.0,1140.0
2025-06-17,social,2394.308297922481,11,8,3,0.0,0.0
2025-06-18,search,4824.141207413251,21,15,6,1.0,1140.0
2025-06-18,social,3279.194997479939,15,12,5,0.0,0.0
2025-06-19,search,1878.3485225988643,7,5,2,0.0,0.0
2025-06-19,social,3771.921953008453,18,14,6,1.0,950.0
2025-06-20,search,5508.16795868741,24,18,9,1.0,1140.0
2025-06-20,social,3199.459571062847,13,10,4,0.0,0.0
2025-06-21,search,4680.617925550344,21,16,7,1.0,969.0
2025-06-21,social,2377.3485108285586,10,8,3,0.0,0.0
2025-06-22,search,4568.740333025965,23,18,8,1.0,969.0
2025-06-22,social,3304.0024561604555,16,12,5,1.0,807.0
2025-06-23,search,2994.9607473451124,12,9,4,1.0,1140.0
2025-06-23,social,4914.274826173992,22,17,7,1.0,950.0
2025-06-24,search,6698.47737026794,29,22,9,2.0,2280.0
2025-06-24,social,5809.550391095088,26,20,9,2.0,1900.0
2025-06-25,search,6957.266793476306,31,23,11,2.0,2280.0
2025-06-25,social,4209.484076828768,18,14,7,1.0,950.0
2025-06-26,search,6860.420989606992,31,24,11,2.0,2280.0
2025-06-26,social,3636.6597783328734,17,13,6,1.0,950.0
2025-06-27,search,3494.09371779447,17,13,6,0.0,0.0
2025-06-27,social,4264.937632742115,19,15,6,1.0,950.0
2025-06-28,search,5814.194554908044,27,21,10,2.0,1938.0
2025-06-28,social,2136.348995512581,10,7,3,0.0,0.0
2025-06-29,search,1442.0884121170727,7,5,2,0.0,0.0
2025-06-29,social,2314.9870602886253,11,8,3,0.0,0.0
2025-06-30,search,2995.7741625058297,12,9,4,0.0,0.0
2025-06-30,social,4371.631225252577,19,14,7,1.0,950.0
2025-07-01,search,6850.031089897176,31,25,11,2.0,2208.0
2025-07-01,social,5302.523732457776,24,18,8,2.0,1840.0
2025-07-02,search,4386.3318867799535,21,16,7,1.0,1104.0
2025-07-02,social,4690.996914550758,21,16,7,1.0,920.0
2025-07-03,search,3351.2541231217165,16,12,5,0.0,0.0
2025-07-03,social,3852.940914556156,15,11,5,1.0,920.0
2025-07-04,search,5824.600581334914,24,18,9,2.0,2208.0
2025-07-04,social,5250.829522262097,23,17,8,1.0,920.0
2025-07-05,search,3545.1893799034724,16,12,6,1.0,938.0
2025-07-05,social,3149.549434765407,15,11,5,1.0,782.0
2025-07-06,search,1910.097227956723,9,7,3,0.0,0.0
2025-07-06,social,2984.704086581732,14,11,4,0.0,0.0
2025-07-07,search,6776.38103023409,31,23,8,1.0,1104.0
2025-07-07,social,2377.021378448316,10,7,2,0.0,0.0
2025-07-08,search,3102.3979057126994,15,11,5,0.0,0.0
2025-07-08,social,2335.9830720329246,9,6,2,0.0,0.0
2025-07-09,search,5463.592006154119,24,18,8,1.0,1104.0
2025-07-09,social,4032.587904235464,17,13,5,1.0,920.0
2025-07-10,search,6224.647209859924,28,21,10,2.0,2208.0
2025-07-10,social,2303.552929850044,11,8,3,0.0,0.0
2025-07-11,search,4118.666291368985,18,13,5,0.0,0.0
2025-07-11,social,1751.5157388294915,8,6,2,0.0,0.0
2025-07-12,search,5595.778080395173,25,20,9,2.0,1876.0
2025-07-12,social,2839.699417038819,12,9,4,0.0,0.0
2025-07-13,search,3064.99120416028,15,11,5,1.0,938.0
2025-07-13,social,2183.508509469301,8,6,2,0.0,0.0
2025-07-14,search,5494.152850375158,25,19,10,2.0,2208.0
2025-07-14,social,5513.083380591356,25,19,9,2.0,1840.0
2025-07-15,search,5686.038226401243,25,19,8,1.0,1104.0
2025-07-15,social,2792.94746933089,13,10,4,0.0,0.0
2025-07-16,search,1911.51788557036,8,6,2,0.0,0.0
2025-07-16,social,5282.790528843659,23,17,8,1.0,920.0
2025-07-17,search,1743.588384046618,9,6,2,0.0,0.0
2025-07-17,social,4606.374900506895,21,17,7,1.0,920.0
2025-07-18,search,4763.491818741612,22,17,8,1.0,1104.0
2025-07-18,social,3175.11701669422,14,11,5,1.0,920.0
2025-07-19,search,3205.539637928267,14,10,4,0.0,0.0
2025-07-19,social,2518.343612609395,11,8,3,0.0,0.0
2025-07-20,search,1459.6292252861062,5,3,1,0.0,0.0
2025-07-20,social,3188.984045412073,14,10,5,1.0,782.0
2025-07-21,search,3827.578530953451,19,14,6,1.0,1104.0
2025-07-21,social,3940.138376572351,17,13,6,1.0,920.0
2025-07-22,search,5132.564000236696,25,19,8,1.0,1104.0
2025-07-22,social,4204.701403831789,18,14,7,1.0,920.0
2025-07-23,search,6639.616722359862,29,22,9,1.0,1104.0
2025-07-23,social,4618.359163269251,21,16,7,1.0,920.0
2025-07-24,search,6647.263530493728,32,25,10,2.0,2208.0
2025-07-24,social,2561.465029465161,10,7,2,0.0,0.0
2025-07-25,search,6554.724506134151,30,22,11,2.0,2208.0
2025-07-25,social,3849.951727602058,17,13,6,1.0,920.0
2025-07-26,search,2149.623257548837,9,7,3,0.0,0.0
2025-07-26,social,2996.445710721601,13,10,5,0.0,0.0
2025-07-27,search,5783.978631786645,23,18,8,1.0,938.0
2025-07-27,social,2284.508791692393,9,7,3,0.0,0.0
2025-07-28,search,2968.8482598011,12,8,3,0.0,0.0
2025-07-28,social,2027.2862634796743,10,7,3,0.0,0.0
2025-07-29,search,5389.535111388595,24,19,8,2.0,2208.0
2025-07-29,social,2821.9093430427088,11,8,3,0.0,0.0
2025-07-30,search,2099.089029933145,7,5,2,0.0,0.0
2025-07-30,social,4435.254583278327,20,15,7,1.0,920.0
2025-07-31,search,2075.1590716391825,10,7,3,0.0,0.0
2025-07-31,social,3325.980781325672,13,10,4,1.0,920.0
2025-08-01,search,2122.463463614858,10,7,3,0.0,0.0
2025-08-01,social,4069.781971287036,19,14,6,1.0,940.0
2025-08-02,search,4094.488796232863,19,15,8,1.0,958.0
2025-08-02,social,4040.548434841575,17,13,5,1.0,798.0
2025-08-03,search,4545.094700340071,22,16,7,1.0,958.0
2025-08-03,social,2279.9087891791555,9,7,3,0.0,0.0
2025-08-04,search,1993.2442667311752,8,6,2,0.0,0.0
2025-08-04,social,3829.410886709327,18,13,5,1.0,940.0
2025-08-05,search,5170.450563931908,24,18,8,1.0,1128.0
2025-08-05,social,4855.537829542701,22,17,8,1.0,940.0
2025-08-06,search,6777.440122533647,32,23,11,2.0,2256.0
2025-08-06,social,5594.362787714952,24,18,8,1.0,940.0
2025-08-07,search,5652.352982790654,24,17,7,2.0,2256.0
2025-08-07,social,4701.834271658231,21,16,8,1.0,940.0
2025-08-08,search,5815.555378368748,27,21,10,2.0,2256.0
2025-08-08,social,3569.595548860856,16,12,6,1.0,940.0
