date,channel,spend,leads,tm_attempts,tm_connected,contracts,premium,cpl,cpa_contract,connect_rate,close_rate,leads_per_spend,attempts_per_lead,connected_per_attempt,contracts_per_connected,premium_per_contract,roi,roi_implied
2025-10-25,google,31.22,19,18,6,0,0.0,1.6431578947368422,,0.3333333333333333,0.0,0.6085842408712364,0.9473684210526315,0.3333333333333333,0.0,,0.0,
2025-10-26,google,28.8,25,21,6,4,8457.47,1.1520000000000001,7.2,0.2857142857142857,0.6666666666666666,0.8680555555555556,0.84,0.2857142857142857,0.6666666666666666,2114.3675,293.66215277777775,293.6621527777777
2025-10-27,google,34.88,20,16,6,1,1163.03,1.7440000000000002,34.88,0.375,0.16666666666666666,0.573394495412844,0.8,0.375,0.16666666666666666,1163.03,33.34375,33.34375
2025-10-28,google,36.75,14,7,2,2,2095.53,2.625,18.375,0.2857142857142857,1.0,0.38095238095238093,0.5,0.2857142857142857,1.0,1047.765,57.02122448979593,57.02122448979591
2025-10-29,google,43.39,20,13,6,0,0.0,2.1695,,0.46153846153846156,0.0,0.46093569946992397,0.65,0.46153846153846156,0.0,,0.0,
2025-10-30,google,40.6,16,15,5,1,1022.77,2.5375,40.6,0.3333333333333333,0.2,0.3940886699507389,0.9375,0.3333333333333333,0.2,1022.77,25.191379310344825,25.191379310344825
2025-10-31,google,43.44,17,12,3,1,457.82,2.5552941176470587,43.44,0.25,0.3333333333333333,0.39134438305709024,0.7058823529411765,0.25,0.3333333333333333,457.82,10.539134438305709,10.539134438305709
2025-11-01,google,38.81,20,15,5,4,4976.78,1.9405000000000001,9.7025,0.3333333333333333,0.8,0.515331100231899,0.75,0.3333333333333333,0.8,1244.195,128.2344756506055,128.2344756506055
2025-11-02,google,25.84,12,9,2,2,3190.6,2.1533333333333333,12.92,0.2222222222222222,1.0,0.46439628482972134,0.75,0.2222222222222222,1.0,1595.3,123.47523219814241,123.4752321981424
2025-11-03,google,33.4,12,7,3,2,1161.34,2.783333333333333,16.7,0.42857142857142855,0.6666666666666666,0.3592814371257485,0.5833333333333334,0.42857142857142855,0.6666666666666666,580.67,34.77065868263473,34.770658682634725
2025-11-04,google,37.9,19,13,5,0,0.0,1.9947368421052631,,0.38461538461538464,0.0,0.5013192612137204,0.6842105263157895,0.38461538461538464,0.0,,0.0,
2025-11-05,google,42.58,12,9,6,0,0.0,3.5483333333333333,,0.6666666666666666,0.0,0.28182245185533117,0.75,0.6666666666666666,0.0,,0.0,
2025-11-06,google,46.39,17,12,4,4,5891.42,2.728823529411765,11.5975,0.3333333333333333,1.0,0.36645828842422934,0.7058823529411765,0.3333333333333333,1.0,1472.855,126.99762879931019,126.9976287993102
2025-11-07,google,49.41,16,11,4,2,3340.55,3.088125,24.705,0.36363636363636365,0.5,0.32382108884841126,0.6875,0.36363636363636365,0.5,1670.275,67.60878364703503,67.60878364703503
2025-11-08,google,38.69,16,11,3,1,1077.42,2.418125,38.69,0.2727272727272727,0.3333333333333333,0.41354355130524684,0.6875,0.2727272727272727,0.3333333333333333,1077.42,27.847505815456195,27.847505815456188
2025-11-09,google,26.0,11,10,4,2,3019.29,2.3636363636363638,13.0,0.4,0.5,0.4230769230769231,0.9090909090909091,0.4,0.5,1509.645,116.12653846153846,116.12653846153847
2025-11-10,google,36.97,16,12,5,0,0.0,2.310625,,0.4166666666666667,0.0,0.43278333784149314,0.75,0.4166666666666667,0.0,,0.0,
2025-11-11,google,39.84,24,19,7,1,586.81,1.6600000000000001,39.84,0.3684210526315789,0.14285714285714285,0.6024096385542168,0.7916666666666666,0.3684210526315789,0.14285714285714285,586.81,14.729166666666664,14.72916666666666
2025-11-12,google,45.08,21,18,7,1,1029.15,2.1466666666666665,45.08,0.3888888888888889,0.14285714285714285,0.4658385093167702,0.8571428571428571,0.3888888888888889,0.14285714285714285,1029.15,22.829414374445435,22.829414374445427
2025-11-13,google,45.37,12,9,3,2,2107.23,3.7808333333333333,22.685,0.3333333333333333,0.6666666666666666,0.26449195503636763,0.75,0.3333333333333333,0.6666666666666666,1053.615,46.44544853427375,46.445448534273744
2025-11-14,google,43.21,17,13,6,2,1380.05,2.541764705882353,21.605,0.46153846153846156,0.3333333333333333,0.3934274473501504,0.7647058823529411,0.46153846153846156,0.3333333333333333,690.025,31.938208747975004,31.938208747974997
2025-11-15,google,34.62,14,12,5,0,0.0,2.472857142857143,,0.4166666666666667,0.0,0.40439052570768347,0.8571428571428571,0.4166666666666667,0.0,,0.0,
2025-11-16,google,24.72,17,15,5,3,2951.83,1.4541176470588235,8.24,0.3333333333333333,0.6,0.6877022653721683,0.8823529411764706,0.3333333333333333,0.6,983.9433333333333,119.41059870550163,119.4105987055016
2025-11-17,google,34.12,8,6,2,2,2516.95,4.265,17.06,0.3333333333333333,1.0,0.2344665885111372,0.75,0.3333333333333333,1.0,1258.475,73.76758499413833,73.76758499413833
2025-11-18,google,37.19,11,9,6,1,563.49,3.380909090909091,37.19,0.6666666666666666,0.16666666666666666,0.29577843506318907,0.8181818181818182,0.6666666666666666,0.16666666666666666,563.49,15.15165367034149,15.151653670341492
2025-11-19,google,37.67,23,17,5,0,0.0,1.6378260869565218,,0.29411764705882354,0.0,0.6105654366870188,0.7391304347826086,0.29411764705882354,0.0,,0.0,
2025-11-20,google,40.76,10,6,2,1,1056.81,4.076,40.76,0.3333333333333333,0.5,0.24533856722276742,0.6,0.3333333333333333,0.5,1056.81,25.927625122669284,25.92762512266928
2025-11-21,google,46.74,16,14,4,1,367.14,2.92125,46.74,0.2857142857142857,0.25,0.34231921266581083,0.875,0.2857142857142857,0.25,367.14,7.854942233632862,7.85494223363286
2025-11-22,google,33.35,22,18,8,0,0.0,1.5159090909090909,,0.4444444444444444,0.0,0.6596701649175412,0.8181818181818182,0.4444444444444444,0.0,,0.0,
2025-11-23,google,30.27,16,14,6,0,0.0,1.891875,,0.42857142857142855,0.0,0.5285761480013215,0.875,0.42857142857142855,0.0,,0.0,
2025-11-24,google,33.92,11,9,2,2,2268.7,3.083636363636364,16.96,0.2222222222222222,1.0,0.32429245283018865,0.8181818181818182,0.2222222222222222,1.0,1134.35,66.88384433962263,66.88384433962264
2025-11-25,google,41.23,19,15,6,1,1356.48,2.17,41.23,0.4,0.16666666666666666,0.46082949308755766,0.7894736842105263,0.4,0.16666666666666666,1356.48,32.90031530439001,32.90031530439001
2025-11-26,google,43.61,18,16,6,0,0.0,2.4227777777777777,,0.375,0.0,0.41274936941068563,0.8888888888888888,0.375,0.0,,0.0,
2025-11-27,google,40.42,15,14,4,2,2175.09,2.694666666666667,20.21,0.2857142857142857,0.5,0.3711034141514102,0.9333333333333333,0.2857142857142857,0.5,1087.545,53.812221672439385,53.812221672439385
2025-11-28,google,43.11,19,17,7,2,3533.53,2.2689473684210526,21.555,0.4117647058823529,0.2857142857142857,0.44073300858269543,0.8947368421052632,0.4117647058823529,0.2857142857142857,1766.765,81.96543725353747,81.96543725353744
2025-11-29,google,34.48,13,10,4,1,1955.62,2.652307692307692,34.48,0.4,0.25,0.3770301624129931,0.7692307692307693,0.4,0.25,1955.62,56.717517401392115,56.71751740139212
2025-11-30,google,31.87,9,10,4,1,825.52,3.5411111111111113,31.87,0.4,0.25,0.2823972387825541,1.1111111111111112,0.4,0.25,825.52,25.902729839974896,25.9027298399749
2025-12-01,google,36.26,19,16,6,2,3018.82,1.9084210526315788,18.13,0.375,0.3333333333333333,0.5239933811362383,0.8421052631578947,0.375,0.3333333333333333,1509.41,83.25482625482627,83.25482625482624
2025-12-02,google,48.14,14,12,5,5,4505.07,3.4385714285714286,9.628,0.4166666666666667,1.0,0.29081844619858743,0.8571428571428571,0.4166666666666667,1.0,901.0139999999999,93.58267552970501,93.582675529705
2025-12-03,google,45.1,13,11,4,1,588.27,3.4692307692307693,45.1,0.36363636363636365,0.25,0.2882483370288248,0.8461538461538461,0.36363636363636365,0.25,588.27,13.043680709534367,13.043680709534367
2025-12-04,google,49.09,15,12,4,1,1137.11,3.272666666666667,49.09,0.3333333333333333,0.25,0.30556121409655734,0.8,0.3333333333333333,0.25,1137.11,23.16378081075575,23.163780810755753
2025-12-05,google,51.23,14,10,3,1,1469.87,3.6592857142857143,51.23,0.3,0.3333333333333333,0.27327737653718526,0.7142857142857143,0.3,0.3333333333333333,1469.87,28.691586960765175,28.69158696076517
2025-12-06,google,41.92,19,17,8,1,1081.5,2.2063157894736842,41.92,0.47058823529411764,0.125,0.4532442748091603,0.8947368421052632,0.47058823529411764,0.125,1081.5,25.799141221374043,25.799141221374043
2025-12-07,google,27.8,18,20,6,1,794.64,1.5444444444444445,27.8,0.3,0.16666666666666666,0.6474820143884892,1.1111111111111112,0.3,0.16666666666666666,794.64,28.584172661870504,28.5841726618705
2025-12-08,google,32.34,14,10,4,0,0.0,2.31,,0.4,0.0,0.43290043290043284,0.7142857142857143,0.4,0.0,,0.0,
2025-12-09,google,36.74,10,8,2,2,3732.13,3.6740000000000004,18.37,0.25,1.0,0.2721829069134458,0.8,0.25,1.0,1866.065,101.58219923788786,101.58219923788786
2025-12-10,google,47.56,11,8,5,1,741.56,4.323636363636364,47.56,0.625,0.2,0.23128679562657695,0.7272727272727273,0.625,0.2,741.56,15.592094196804036,15.592094196804036
2025-12-11,google,47.06,23,17,5,0,0.0,2.0460869565217394,,0.29411764705882354,0.0,0.4887377815554611,0.7391304347826086,0.29411764705882354,0.0,,0.0,
2025-12-12,google,47.81,19,18,6,1,1419.51,2.5163157894736843,47.81,0.3333333333333333,0.16666666666666666,0.397406400334658,0.9473684210526315,0.3333333333333333,0.16666666666666666,1419.51,29.690650491528967,29.690650491528967
2025-12-13,google,41.83,16,11,3,2,2127.08,2.614375,20.915,0.2727272727272727,0.6666666666666666,0.38250059765718386,0.6875,0.2727272727272727,0.6666666666666666,1063.54,50.850585704040164,50.85058570404016
2025-12-14,google,30.83,21,16,6,2,2004.59,1.4680952380952381,15.415,0.375,0.3333333333333333,0.6811547194291275,0.7619047619047619,0.375,0.3333333333333333,1002.295,65.02075900097307,65.02075900097307
2025-12-15,google,46.97,15,9,2,1,925.38,3.131333333333333,46.97,0.2222222222222222,0.5,0.3193527783691718,0.6,0.2222222222222222,0.5,925.38,19.701511603150948,19.701511603150948
2025-12-16,google,44.38,24,18,6,0,0.0,1.8491666666666668,,0.3333333333333333,0.0,0.540784136998648,0.75,0.3333333333333333,0.0,,0.0,
2025-12-17,google,43.26,8,3,0,0,0.0,5.4075,,0.0,,0.1849283402681461,0.375,0.0,,,0.0,
2025-12-18,google,37.66,21,18,7,0,0.0,1.7933333333333332,,0.3888888888888889,0.0,0.5576208178438662,0.8571428571428571,0.3888888888888889,0.0,,0.0,
2025-12-19,google,48.94,19,21,7,0,0.0,2.5757894736842104,,0.3333333333333333,0.0,0.3882304863097671,1.105263157894737,0.3333333333333333,0.0,,0.0,
2025-12-20,google,36.86,16,12,3,1,1588.07,2.30375,36.86,0.25,0.3333333333333333,0.4340748779164406,0.75,0.25,0.3333333333333333,1588.07,43.08383071079761,43.083830710797606
2025-12-21,google,30.14,13,7,4,2,2254.42,2.3184615384615386,15.07,0.5714285714285714,0.5,0.431320504313205,0.5384615384615384,0.5714285714285714,0.5,1127.21,74.79827471798275,74.79827471798274
2025-12-22,google,34.9,14,13,3,1,793.23,2.492857142857143,34.9,0.23076923076923078,0.3333333333333333,0.4011461318051576,0.9285714285714286,0.23076923076923078,0.3333333333333333,793.23,22.72865329512894,22.728653295128943
2025-12-23,google,44.7,10,7,3,1,707.32,4.470000000000001,44.7,0.42857142857142855,0.3333333333333333,0.22371364653243847,0.7,0.42857142857142855,0.3333333333333333,707.32,15.823713646532438,15.823713646532436
2025-12-24,google,46.54,15,15,5,1,633.38,3.1026666666666665,46.54,0.3333333333333333,0.2,0.32230339492909327,1.0,0.3333333333333333,0.2,633.38,13.609368285345939,13.60936828534594
2025-12-25,google,44.88,15,11,5,1,1641.05,2.992,44.88,0.45454545454545453,0.2,0.3342245989304813,0.7333333333333333,0.45454545454545453,0.2,1641.05,36.565285204991085,36.565285204991085
2025-12-26,google,44.37,17,12,5,0,0.0,2.61,,0.4166666666666667,0.0,0.3831417624521073,0.7058823529411765,0.4166666666666667,0.0,,0.0,
2025-12-27,google,35.59,18,14,4,1,685.82,1.9772222222222224,35.59,0.2857142857142857,0.25,0.5057600449564484,0.7777777777777778,0.2857142857142857,0.25,685.82,19.270019668446192,19.270019668446192
2025-12-28,google,30.33,25,22,7,1,1361.35,1.2131999999999998,30.33,0.3181818181818182,0.14285714285714285,0.8242664029014178,0.88,0.3181818181818182,0.14285714285714285,1361.35,44.8846027035938,44.88460270359379
2025-12-29,google,34.92,10,8,3,0,0.0,3.492,,0.375,0.0,0.286368843069874,0.8,0.375,0.0,,0.0,
2025-12-30,google,43.54,19,14,5,1,884.32,2.291578947368421,43.54,0.35714285714285715,0.2,0.4363803399173174,0.7368421052631579,0.35714285714285715,0.2,884.32,20.31051906293064,20.310519062930638
2025-12-31,google,46.79,15,12,4,3,4661.21,3.119333333333333,15.596666666666666,0.3333333333333333,0.75,0.3205813207950417,0.8,0.3333333333333333,0.75,1553.7366666666667,99.61979055353709,99.61979055353709
2026-01-01,google,53.82,17,11,5,2,1613.26,3.1658823529411766,26.91,0.45454545454545453,0.4,0.315867707172055,0.6470588235294118,0.45454545454545453,0.4,806.63,29.975102192493498,29.975102192493498
2026-01-02,google,52.98,16,14,4,1,1036.59,3.31125,52.98,0.2857142857142857,0.25,0.3020007550018875,0.875,0.2857142857142857,0.25,1036.59,19.56568516421291,19.56568516421291
2026-01-03,google,43.68,17,10,4,1,1004.02,2.5694117647058823,43.68,0.4,0.25,0.3891941391941392,0.5882352941176471,0.4,0.25,1004.02,22.98580586080586,22.98580586080586
2026-01-04,google,34.05,17,13,6,0,0.0,2.0029411764705882,,0.46153846153846156,0.0,0.499265785609398,0.7647058823529411,0.46153846153846156,0.0,,0.0,
2026-01-05,google,45.8,19,17,7,1,550.5,2.4105263157894736,45.8,0.4117647058823529,0.14285714285714285,0.4148471615720524,0.8947368421052632,0.4117647058823529,0.14285714285714285,550.5,12.019650655021834,12.019650655021833
2026-01-06,google,49.32,23,19,6,0,0.0,2.1443478260869564,,0.3157894736842105,0.0,0.46634225466342255,0.8260869565217391,0.3157894736842105,0.0,,0.0,
2026-01-07,google,57.06,20,17,6,1,2687.76,2.853,57.06,0.35294117647058826,0.16666666666666666,0.35050823694356814,0.85,0.35294117647058826,0.16666666666666666,2687.76,47.10410094637224,47.10410094637224
2026-01-08,google,56.43,18,14,3,1,1022.97,3.135,56.43,0.21428571428571427,0.3333333333333333,0.3189792663476874,0.7777777777777778,0.21428571428571427,0.3333333333333333,1022.97,18.128123338649655,18.128123338649655
2026-01-09,google,61.0,14,14,4,2,2913.76,4.357142857142857,30.5,0.2857142857142857,0.5,0.22950819672131148,1.0,0.2857142857142857,0.5,1456.88,47.76655737704918,47.76655737704919
2026-01-10,google,40.65,23,20,7,0,0.0,1.767391304347826,,0.35,0.0,0.5658056580565806,0.8695652173913043,0.35,0.0,,0.0,
2026-01-11,google,30.63,21,18,6,1,481.07,1.4585714285714286,30.63,0.3333333333333333,0.16666666666666666,0.6856023506366308,0.8571428571428571,0.3333333333333333,0.16666666666666666,481.07,15.705843943845903,15.705843943845899
2026-01-12,google,46.24,14,13,5,1,952.99,3.302857142857143,46.24,0.38461538461538464,0.2,0.3027681660899654,0.9285714285714286,0.38461538461538464,0.2,952.99,20.609645328719722,20.609645328719722
2026-01-13,google,46.12,13,12,5,2,3841.15,3.5476923076923077,23.06,0.4166666666666667,0.4,0.2818733738074588,0.9230769230769231,0.4166666666666667,0.4,1920.575,83.2859930615785,83.28599306157852
2026-01-14,google,50.64,12,9,2,0,0.0,4.22,,0.2222222222222222,0.0,0.23696682464454977,0.75,0.2222222222222222,0.0,,0.0,
2026-01-15,google,50.98,13,8,3,1,963.46,3.921538461538461,50.98,0.375,0.3333333333333333,0.2550019615535504,0.6153846153846154,0.375,0.3333333333333333,963.46,18.898783836798746,18.898783836798746
2026-01-16,google,57.8,14,12,4,0,0.0,4.128571428571428,,0.3333333333333333,0.0,0.24221453287197234,0.8571428571428571,0.3333333333333333,0.0,,0.0,
2026-01-17,google,36.77,21,18,6,0,0.0,1.750952380952381,,0.3333333333333333,0.0,0.5711177590426978,0.8571428571428571,0.3333333333333333,0.0,,0.0,
2026-01-18,google,34.55,19,17,7,1,533.22,1.8184210526315787,34.55,0.4117647058823529,0.14285714285714285,0.5499276410998554,0.8947368421052632,0.4117647058823529,0.14285714285714285,533.22,15.433285094066573,15.433285094066573
2026-01-19,google,46.39,18,13,5,1,837.91,2.5772222222222223,46.39,0.38461538461538464,0.2,0.388014658331537,0.7222222222222222,0.38461538461538464,0.2,837.91,18.062297909032118,18.062297909032118
2026-01-20,google,48.77,16,11,4,2,1865.6,3.048125,24.385,0.36363636363636365,0.5,0.32807053516506046,0.6875,0.36363636363636365,0.5,932.8,38.25302440024605,38.25302440024605
2026-01-21,google,52.2,19,16,7,1,707.74,2.7473684210526317,52.2,0.4375,0.14285714285714285,0.3639846743295019,0.8421052631578947,0.4375,0.14285714285714285,707.74,13.55823754789272,13.55823754789272
2026-01-22,google,55.61,16,13,3,2,1114.18,3.475625,27.805,0.23076923076923078,0.6666666666666666,0.28771803632440207,0.8125,0.23076923076923078,0.6666666666666666,557.09,20.035605106995146,20.035605106995146
2026-01-23,google,48.63,19,11,4,2,2469.3,2.5594736842105266,24.315,0.36363636363636365,0.5,0.39070532593049556,0.5789473684210527,0.36363636363636365,0.5,1234.65,50.77729796421962,50.77729796421962
2026-01-24,google,37.55,17,14,5,2,3144.71,2.2088235294117644,18.775,0.35714285714285715,0.4,0.4527296937416778,0.8235294117647058,0.35714285714285715,0.4,1572.355,83.74727030625833,83.74727030625833
2026-01-25,google,28.25,20,12,3,1,623.06,1.4125,28.25,0.25,0.3333333333333333,0.7079646017699115,0.6,0.25,0.3333333333333333,623.06,22.055221238938053,22.05522123893805
2026-01-26,google,52.19,18,13,5,0,0.0,2.8994444444444443,,0.38461538461538464,0.0,0.34489365778884845,0.7222222222222222,0.38461538461538464,0.0,,0.0,
2026-01-27,google,45.11,17,16,4,2,1194.0,2.6535294117647057,22.555,0.25,0.5,0.3768565728219907,0.9411764705882353,0.25,0.5,597.0,26.468632232320992,26.468632232320996
2026-01-28,google,50.72,19,19,7,2,3017.86,2.6694736842105264,25.36,0.3684210526315789,0.2857142857142857,0.3746056782334385,1.0,0.3684210526315789,0.2857142857142857,1508.93,59.500394321766564,59.500394321766564
2026-01-29,google,54.66,15,10,5,3,5777.78,3.6439999999999997,18.22,0.5,0.6,0.27442371020856204,0.6666666666666666,0.5,0.6,1925.9266666666665,105.70398829125503,105.70398829125503
2026-01-30,google,57.38,18,14,5,1,1716.23,3.187777777777778,57.38,0.35714285714285715,0.2,0.3136981526664343,0.7777777777777778,0.35714285714285715,0.2,1716.23,29.90989891948414,29.909898919484142
2026-01-31,google,38.98,15,12,2,1,920.57,2.5986666666666665,38.98,0.16666666666666666,0.5,0.3848127244740893,0.8,0.16666666666666666,0.5,920.57,23.616469984607495,23.616469984607495
2026-02-01,google,23.87,16,16,5,2,3956.1,1.491875,11.935,0.3125,0.4,0.6702974444909928,1.0,0.3125,0.4,1978.05,165.73523250942606,165.73523250942606
2026-02-02,google,32.99,19,14,5,0,0.0,1.7363157894736843,,0.35714285714285715,0.0,0.5759321006365565,0.7368421052631579,0.35714285714285715,0.0,,0.0,
2026-02-03,google,36.38,17,13,5,1,792.89,2.14,36.38,0.38461538461538464,0.2,0.46728971962616817,0.7647058823529411,0.38461538461538464,0.2,792.89,21.794667399670146,21.794667399670146
2026-02-04,google,45.04,11,12,2,2,1197.06,4.094545454545455,22.52,0.16666666666666666,1.0,0.24422735346358793,1.0909090909090908,0.16666666666666666,1.0,598.53,26.57770870337478,26.57770870337478
2026-02-05,google,38.99,15,11,5,0,0.0,2.5993333333333335,,0.45454545454545453,0.0,0.3847140292382662,0.7333333333333333,0.45454545454545453,0.0,,0.0,
2026-02-06,google,36.8,8,8,3,1,1430.04,4.6,36.8,0.375,0.3333333333333333,0.2173913043478261,1.0,0.375,0.3333333333333333,1430.04,38.85978260869565,38.85978260869565
2026-02-07,google,31.93,19,12,3,1,932.97,1.6805263157894736,31.93,0.25,0.3333333333333333,0.5950516755402443,0.631578947368421,0.25,0.3333333333333333,932.97,29.219229564672723,29.21922956467272
2026-02-08,google,30.53,20,16,7,0,0.0,1.5265,,0.4375,0.0,0.6550933508024893,0.8,0.4375,0.0,,0.0,
2026-02-09,google,35.07,10,5,1,1,1091.14,3.507,35.07,0.2,1.0,0.285143997718848,0.5,0.2,1.0,1091.14,31.113202167094386,31.113202167094386
2026-02-10,google,32.86,15,10,3,0,0.0,2.1906666666666665,,0.3,0.0,0.4564820450395618,0.6666666666666666,0.3,0.0,,0.0,
2026-02-11,google,34.46,16,14,5,0,0.0,2.15375,,0.35714285714285715,0.0,0.4643064422518862,0.875,0.35714285714285715,0.0,,0.0,
2026-02-12,google,42.41,14,11,6,1,1550.22,3.029285714285714,42.41,0.5454545454545454,0.16666666666666666,0.33011082291912286,0.7857142857142857,0.5454545454545454,0.16666666666666666,1550.22,36.55317142183448,36.55317142183447
2026-02-13,google,42.97,13,10,5,0,0.0,3.3053846153846154,,0.5,0.0,0.3025366534791715,0.7692307692307693,0.5,0.0,,0.0,
2026-02-14,google,34.41,15,11,4,4,5053.24,2.2939999999999996,8.6025,0.36363636363636365,1.0,0.43591979075850046,0.7333333333333333,0.36363636363636365,1.0,1263.31,146.853821563499,146.85382156349897
2026-02-15,google,25.58,17,13,5,1,1689.81,1.5047058823529411,25.58,0.38461538461538464,0.2,0.6645817044566068,0.7647058823529411,0.38461538461538464,0.2,1689.81,66.0598123534011,66.0598123534011
2026-02-16,google,35.06,17,14,6,3,4409.47,2.0623529411764707,11.686666666666667,0.42857142857142855,0.5,0.4848830576155162,0.8235294117647058,0.42857142857142855,0.5,1469.8233333333335,125.76925270964061,125.7692527096406
2026-02-17,google,35.62,12,12,3,2,3886.04,2.9683333333333333,17.81,0.25,0.6666666666666666,0.33688938798427853,1.0,0.25,0.6666666666666666,1943.02,109.09713644020214,109.09713644020215
2026-02-18,google,43.45,18,9,4,2,1673.48,2.413888888888889,21.725,0.4444444444444444,0.5,0.41426927502876865,0.5,0.4444444444444444,0.5,836.74,38.5150747986191,38.515074798619096
2026-02-19,google,36.78,21,15,5,1,714.25,1.7514285714285716,36.78,0.3333333333333333,0.2,0.5709624796084829,0.7142857142857143,0.3333333333333333,0.2,714.25,19.41952147906471,19.419521479064713
2026-02-20,google,41.75,21,17,6,2,2438.06,1.9880952380952381,20.875,0.35294117647058826,0.3333333333333333,0.5029940119760479,0.8095238095238095,0.35294117647058826,0.3333333333333333,1219.03,58.39664670658682,58.39664670658682
2026-02-21,google,29.16,11,9,3,1,561.28,2.650909090909091,29.16,0.3333333333333333,0.3333333333333333,0.3772290809327846,0.8181818181818182,0.3333333333333333,0.3333333333333333,561.28,19.248285322359397,19.248285322359393
2026-02-22,google,26.4,7,6,3,0,0.0,3.7714285714285714,,0.5,0.0,0.26515151515151514,0.8571428571428571,0.5,0.0,,0.0,
2026-02-23,google,38.2,16,13,5,2,1269.39,2.3875,19.1,0.38461538461538464,0.4,0.41884816753926696,0.8125,0.38461538461538464,0.4,634.695,33.230104712041886,33.230104712041886
