date,channel,campaign_id,message_type,spend,leads,tm_attempts,tm_connected,contracts,premium,cpl,cpa_contract,connect_rate,close_rate,leads_per_spend,attempts_per_lead,connected_per_attempt,contracts_per_connected,premium_per_contract,roi,roi_implied
2025-10-10,google,G2,Long,23.25,9,5,2,0,0.0,2.5833333333333335,,0.4,0.0,0.3870967741935484,0.5555555555555556,0.4,0.0,,0.0,
2025-10-11,google,G1,Short,4.37,5,5,2,0,0.0,0.874,,0.4,0.0,1.1441647597254003,1.0,0.4,0.0,,0.0,
2025-10-11,google,G1,Long,4.52,4,2,2,0,0.0,1.13,,1.0,0.0,0.8849557522123894,0.5,1.0,0.0,,0.0,
2025-10-11,google,G2,Short,15.56,5,10,1,0,0.0,3.112,,0.1,0.0,0.3213367609254499,2.0,0.1,0.0,,0.0,
2025-10-11,google,G2,Long,10.34,9,5,3,0,0.0,1.1488888888888888,,0.6,0.0,0.8704061895551257,0.5555555555555556,0.6,0.0,,0.0,
2025-10-12,google,G1,Short,4.44,1,1,0,0,0.0,4.44,,0.0,,0.2252252252252252,1.0,0.0,,,0.0,
2025-10-12,google,G1,Long,11.14,5,7,0,0,0.0,2.228,,0.0,,0.4488330341113106,1.4,0.0,,,0.0,
2025-10-12,google,G2,Short,3.11,1,1,1,0,0.0,3.11,,1.0,0.0,0.3215434083601286,1.0,1.0,0.0,,0.0,
2025-10-12,google,G2,Long,7.89,9,2,1,0,0.0,0.8766666666666666,,0.5,0.0,1.1406844106463878,0.2222222222222222,0.5,0.0,,0.0,
2025-10-13,google,G1,Short,8.75,3,3,0,0,0.0,2.9166666666666665,,0.0,,0.34285714285714286,1.0,0.0,,,0.0,
2025-10-13,google,G1,Long,8.65,6,2,2,1,279.63,1.4416666666666667,8.65,1.0,0.5,0.6936416184971098,0.3333333333333333,1.0,0.5,279.63,32.3271676300578,32.3271676300578
2025-10-13,google,G2,Short,2.86,1,0,0,0,0.0,2.86,,,,0.3496503496503497,0.0,,,,0.0,
2025-10-13,google,G2,Long,10.89,1,5,1,0,0.0,10.89,,0.2,0.0,0.09182736455463728,5.0,0.2,0.0,,0.0,
2025-10-14,google,G1,Short,7.96,6,2,0,0,0.0,1.3266666666666667,,0.0,,0.7537688442211056,0.3333333333333333,0.0,,,0.0,
2025-10-14,google,G1,Long,10.74,3,3,2,0,0.0,3.58,,0.6666666666666666,0.0,0.27932960893854747,1.0,0.6666666666666666,0.0,,0.0,
2025-10-14,google,G2,Short,17.77,4,5,2,0,0.0,4.4425,,0.4,0.0,0.22509848058525606,1.25,0.4,0.0,,0.0,
2025-10-14,google,G2,Long,6.07,2,1,0,0,0.0,3.035,,0.0,,0.32948929159802304,0.5,0.0,,,0.0,
2025-10-15,google,G1,Short,14.13,6,6,3,1,761.98,2.355,14.13,0.5,0.3333333333333333,0.4246284501061571,1.0,0.5,0.3333333333333333,761.98,53.92639773531493,53.92639773531493
2025-10-15,google,G1,Long,2.15,2,2,0,0,0.0,1.075,,0.0,,0.9302325581395349,1.0,0.0,,,0.0,
2025-10-15,google,G2,Short,14.64,4,4,2,0,0.0,3.66,,0.5,0.0,0.27322404371584696,1.0,0.5,0.0,,0.0,
2025-10-15,google,G2,Long,6.79,5,2,2,0,0.0,1.358,,1.0,0.0,0.7363770250368189,0.4,1.0,0.0,,0.0,
2025-10-16,google,G1,Short,6.74,0,1,1,0,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,
2025-10-16,google,G1,Long,14.14,8,2,1,1,3225.71,1.7675,14.14,0.5,1.0,0.5657708628005658,0.25,0.5,1.0,3225.71,228.1265912305516,228.12659123055164
2025-10-16,google,G2,Short,15.9,3,4,1,0,0.0,5.3,,0.25,0.0,0.18867924528301885,1.3333333333333333,0.25,0.0,,0.0,
2025-10-16,google,G2,Long,7.54,1,1,0,0,0.0,7.54,,0.0,,0.13262599469496023,1.0,0.0,,,0.0,
2025-10-17,google,G1,Short,3.95,0,1,1,0,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,
2025-10-17,google,G1,Long,4.42,1,0,0,0,0.0,4.42,,,,0.22624434389140272,0.0,,,,0.0,
2025-10-17,google,G2,Short,26.04,10,9,1,0,0.0,2.604,,0.1111111111111111,0.0,0.3840245775729647,0.9,0.1111111111111111,0.0,,0.0,
2025-10-17,google,G2,Long,11.21,2,2,1,0,0.0,5.605,,0.5,0.0,0.1784121320249777,1.0,0.5,0.0,,0.0,
2025-10-18,google,G1,Short,16.46,9,9,2,1,899.25,1.828888888888889,16.46,0.2222222222222222,0.5,0.5467800729040097,1.0,0.2222222222222222,0.5,899.25,54.632442284325634,54.63244228432563
2025-10-18,google,G1,Long,4.15,0,1,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-10-18,google,G2,Short,11.91,8,4,2,0,0.0,1.48875,,0.5,0.0,0.6717044500419815,0.5,0.5,0.0,,0.0,
2025-10-18,google,G2,Long,2.8,1,1,1,1,899.25,2.8,2.8,1.0,1.0,0.35714285714285715,1.0,1.0,1.0,899.25,321.16071428571433,321.1607142857143
2025-10-19,google,G1,Short,6.04,7,4,1,0,0.0,0.8628571428571429,,0.25,0.0,1.1589403973509933,0.5714285714285714,0.25,0.0,,0.0,
2025-10-19,google,G1,Long,9.35,4,4,2,0,0.0,2.3375,,0.5,0.0,0.42780748663101603,1.0,0.5,0.0,,0.0,
2025-10-19,google,G2,Short,12.59,7,6,1,0,0.0,1.7985714285714285,,0.16666666666666666,0.0,0.5559968228752978,0.8571428571428571,0.16666666666666666,0.0,,0.0,
2025-10-19,google,G2,Long,1.51,0,0,0,0,0.0,,,,,0.0,,,,,0.0,
2025-10-20,google,G1,Short,11.91,4,4,0,0,0.0,2.9775,,0.0,,0.33585222502099077,1.0,0.0,,,0.0,
2025-10-20,google,G1,Long,10.16,7,3,1,0,0.0,1.4514285714285715,,0.3333333333333333,0.0,0.6889763779527559,0.42857142857142855,0.3333333333333333,0.0,,0.0,
2025-10-20,google,G2,Short,8.05,4,3,2,0,0.0,2.0125,,0.6666666666666666,0.0,0.49689440993788814,0.75,0.6666666666666666,0.0,,0.0,
2025-10-20,google,G2,Long,1.7,0,0,0,0,0.0,,,,,0.0,,,,,0.0,
2025-10-21,google,G1,Short,4.01,1,0,0,0,0.0,4.01,,,,0.24937655860349128,0.0,,,,0.0,
2025-10-21,google,G1,Long,7.26,3,2,2,2,1951.45,2.42,3.63,1.0,1.0,0.4132231404958678,0.6666666666666666,1.0,1.0,975.725,268.7947658402204,268.7947658402204
2025-10-21,google,G2,Short,16.04,7,5,1,0,0.0,2.2914285714285714,,0.2,0.0,0.43640897755610975,0.7142857142857143,0.2,0.0,,0.0,
2025-10-21,google,G2,Long,11.48,3,5,0,0,0.0,3.8266666666666667,,0.0,,0.2613240418118467,1.6666666666666667,0.0,,,0.0,
2025-10-22,google,G1,Short,6.71,2,2,1,0,0.0,3.355,,0.5,0.0,0.29806259314456035,1.0,0.5,0.0,,0.0,
2025-10-22,google,G1,Long,16.06,6,2,0,0,0.0,2.6766666666666663,,0.0,,0.3735990037359901,0.3333333333333333,0.0,,,0.0,
2025-10-22,google,G2,Short,13.21,6,6,1,0,0.0,2.2016666666666667,,0.16666666666666666,0.0,0.4542013626040878,1.0,0.16666666666666666,0.0,,0.0,
2025-10-22,google,G2,Long,5.33,4,2,0,0,0.0,1.3325,,0.0,,0.7504690431519699,0.5,0.0,,,0.0,
2025-10-23,google,G1,Short,4.65,2,0,0,0,0.0,2.325,,,,0.4301075268817204,0.0,,,,0.0,
2025-10-23,google,G1,Long,11.87,2,1,1,0,0.0,5.935,,1.0,0.0,0.16849199663016007,0.5,1.0,0.0,,0.0,
2025-10-23,google,G2,Short,5.17,2,5,0,0,0.0,2.585,,0.0,,0.3868471953578337,2.5,0.0,,,0.0,
2025-10-23,google,G2,Long,21.77,8,6,3,2,1989.13,2.72125,10.885,0.5,0.6666666666666666,0.36747818098300417,0.75,0.5,0.6666666666666666,994.565,91.37023426734038,91.3702342673404
2025-10-24,google,G1,Short,8.02,6,6,1,0,0.0,1.3366666666666667,,0.16666666666666666,0.0,0.7481296758104738,1.0,0.16666666666666666,0.0,,0.0,
2025-10-24,google,G1,Long,3.41,2,1,1,0,0.0,1.705,,1.0,0.0,0.5865102639296187,0.5,1.0,0.0,,0.0,
2025-10-24,google,G2,Short,10.95,5,7,1,0,0.0,2.19,,0.14285714285714285,0.0,0.4566210045662101,1.4,0.14285714285714285,0.0,,0.0,
2025-10-24,google,G2,Long,19.77,9,9,3,0,0.0,2.1966666666666668,,0.3333333333333333,0.0,0.4552352048558422,1.0,0.3333333333333333,0.0,,0.0,
2025-10-25,google,G1,Short,9.28,6,8,1,0,0.0,1.5466666666666666,,0.125,0.0,0.646551724137931,1.3333333333333333,0.125,0.0,,0.0,
2025-10-25,google,G1,Long,10.52,8,5,1,0,0.0,1.315,,0.2,0.0,0.7604562737642586,0.625,0.2,0.0,,0.0,
2025-10-25,google,G2,Short,9.79,5,4,2,0,0.0,1.9579999999999997,,0.5,0.0,0.5107252298263535,0.8,0.5,0.0,,0.0,
2025-10-25,google,G2,Long,1.64,0,1,1,0,0.0,,,1.0,0.0,0.0,,1.0,0.0,,0.0,
2025-10-26,google,G1,Short,11.32,11,6,3,0,0.0,1.029090909090909,,0.5,0.0,0.9717314487632509,0.5454545454545454,0.5,0.0,,0.0,
2025-10-26,google,G1,Long,7.05,7,7,1,1,4228.73,1.0071428571428571,7.05,0.14285714285714285,1.0,0.9929078014184397,1.0,0.14285714285714285,1.0,4228.73,599.8198581560283,599.8198581560282
2025-10-26,google,G2,Short,6.29,4,6,1,0,0.0,1.5725,,0.16666666666666666,0.0,0.6359300476947536,1.5,0.16666666666666666,0.0,,0.0,
2025-10-26,google,G2,Long,4.14,3,2,1,1,4228.73,1.38,4.14,0.5,1.0,0.7246376811594204,0.6666666666666666,0.5,1.0,4228.73,1021.4323671497584,1021.4323671497584
2025-10-27,google,G1,Short,7.84,8,3,3,0,0.0,0.98,,1.0,0.0,1.0204081632653061,0.375,1.0,0.0,,0.0,
2025-10-27,google,G1,Long,9.04,5,4,1,0,0.0,1.8079999999999998,,0.25,0.0,0.5530973451327434,0.8,0.25,0.0,,0.0,
2025-10-27,google,G2,Short,16.47,7,8,2,1,1163.03,2.3528571428571428,16.47,0.25,0.5,0.4250151791135398,1.1428571428571428,0.25,0.5,1163.03,70.61505768063145,70.61505768063145
2025-10-27,google,G2,Long,1.53,0,1,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-10-28,google,G1,Short,9.68,3,2,0,0,0.0,3.2266666666666666,,0.0,,0.30991735537190085,0.6666666666666666,0.0,,,0.0,
2025-10-28,google,G1,Long,6.64,0,2,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-10-28,google,G2,Short,10.77,5,2,1,1,1047.77,2.154,10.77,0.5,1.0,0.46425255338904364,0.4,0.5,1.0,1047.77,97.28597957288765,97.28597957288765
2025-10-28,google,G2,Long,9.66,6,1,1,1,1047.77,1.61,9.66,1.0,1.0,0.6211180124223602,0.16666666666666666,1.0,1.0,1047.77,108.4648033126294,108.46480331262939
2025-10-29,google,G1,Short,9.97,3,5,0,0,0.0,3.3233333333333337,,0.0,,0.3009027081243731,1.6666666666666667,0.0,,,0.0,
2025-10-29,google,G1,Long,17.18,8,5,3,0,0.0,2.1475,,0.6,0.0,0.46565774155995343,0.625,0.6,0.0,,0.0,
2025-10-29,google,G2,Short,9.49,3,2,2,0,0.0,3.1633333333333336,,1.0,0.0,0.3161222339304531,0.6666666666666666,1.0,0.0,,0.0,
2025-10-29,google,G2,Long,6.74,6,1,0,0,0.0,1.1233333333333333,,0.0,,0.8902077151335311,0.16666666666666666,0.0,,,0.0,
2025-10-30,google,G1,Short,5.52,3,1,0,0,0.0,1.8399999999999999,,0.0,,0.5434782608695653,0.3333333333333333,0.0,,,0.0,
2025-10-30,google,G1,Long,2.46,0,1,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-10-30,google,G2,Short,26.51,10,9,4,1,1022.77,2.6510000000000002,26.51,0.4444444444444444,0.25,0.3772161448509996,0.9,0.4444444444444444,0.25,1022.77,38.58053564692568,38.58053564692568
2025-10-30,google,G2,Long,6.12,3,4,1,0,0.0,2.04,,0.25,0.0,0.49019607843137253,1.3333333333333333,0.25,0.0,,0.0,
2025-10-31,google,G1,Short,16.2,9,5,0,0,0.0,1.7999999999999998,,0.0,,0.5555555555555556,0.5555555555555556,0.0,,,0.0,
2025-10-31,google,G1,Long,7.48,3,3,2,1,457.82,2.4933333333333336,7.48,0.6666666666666666,0.5,0.40106951871657753,1.0,0.6666666666666666,0.5,457.82,61.205882352941174,61.20588235294117
2025-10-31,google,G2,Short,6.78,1,2,0,0,0.0,6.78,,0.0,,0.14749262536873156,2.0,0.0,,,0.0,
2025-10-31,google,G2,Long,12.98,4,2,1,0,0.0,3.245,,0.5,0.0,0.3081664098613251,0.5,0.5,0.0,,0.0,
2025-11-01,google,G1,Short,15.75,8,6,3,1,1658.93,1.96875,15.75,0.5,0.3333333333333333,0.5079365079365079,0.75,0.5,0.3333333333333333,1658.93,105.3288888888889,105.32888888888888
2025-11-01,google,G1,Long,9.31,5,4,1,1,1658.93,1.862,9.31,0.25,1.0,0.5370569280343717,0.8,0.25,1.0,1658.93,178.18796992481202,178.18796992481205
2025-11-01,google,G2,Short,11.76,7,4,1,1,1658.93,1.68,11.76,0.25,1.0,0.5952380952380952,0.5714285714285714,0.25,1.0,1658.93,141.0654761904762,141.0654761904762
2025-11-01,google,G2,Long,1.99,0,1,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-11-02,google,G1,Short,2.15,1,1,0,0,0.0,2.15,,0.0,,0.46511627906976744,1.0,0.0,,,0.0,
2025-11-02,google,G1,Long,16.08,8,7,1,1,3190.6,2.01,16.08,0.14285714285714285,1.0,0.49751243781094534,0.875,0.14285714285714285,1.0,3190.6,198.42039800995028,198.42039800995028
2025-11-02,google,G2,Short,3.51,1,1,1,0,0.0,3.51,,1.0,0.0,0.2849002849002849,1.0,1.0,0.0,,0.0,
2025-11-02,google,G2,Long,4.1,2,0,0,0,0.0,2.05,,,,0.48780487804878053,0.0,,,,0.0,
2025-11-03,google,G1,Short,2.37,1,0,0,0,0.0,2.37,,,,0.42194092827004215,0.0,,,,0.0,
2025-11-03,google,G1,Long,6.61,2,0,0,0,0.0,3.305,,,,0.302571860816944,0.0,,,,0.0,
2025-11-03,google,G2,Short,10.13,4,4,0,0,0.0,2.5325,,0.0,,0.3948667324777887,1.0,0.0,,,0.0,
2025-11-03,google,G2,Long,14.29,5,3,1,0,0.0,2.8579999999999997,,0.3333333333333333,0.0,0.34989503149055284,0.6,0.3333333333333333,0.0,,0.0,
2025-11-04,google,G1,Short,4.8,0,2,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-11-04,google,G1,Long,25.14,18,7,3,0,0.0,1.3966666666666667,,0.42857142857142855,0.0,0.7159904534606205,0.3888888888888889,0.42857142857142855,0.0,,0.0,
2025-11-04,google,G2,Short,5.74,0,2,0,0,0.0,,,0.0,,0.0,,0.0,,,0.0,
2025-11-04,google,G2,Long,2.22,1,2,2,0,0.0,2.22,,1.0,0.0,0.4504504504504504,2.0,1.0,0.0,,0.0,
2025-11-05,google,G1,Short,13.87,5,5,4,0,0.0,2.774,,0.8,0.0,0.36049026676279744,1.0,0.8,0.0,,0.0,
2025-11-05,google,G1,Long,3.45,0,0,0,0,0.0,,,,,0.0,,,,,0.0,
2025-11-05,google,G2,Short,13.75,3,3,2,0,0.0,4.583333333333333,,0.6666666666666666,0.0,0.21818181818181817,1.0,0.6666666666666666,0.0,,0.0,
2025-11-05,google,G2,Long,11.51,4,1,0,0,0.0,2.8775,,0.0,,0.3475238922675934,0.25,0.0,,,0.0,
2025-11-06,google,G1,Short,21.07,9,5,2,0,0.0,2.341111111111111,,0.4,0.0,0.4271476032273374,0.5555555555555556,0.4,0.0,,0.0,
2025-11-06,google,G1,Long,9.88,3,3,1,1,2945.71,3.2933333333333334,9.88,0.3333333333333333,1.0,0.30364372469635625,1.0,0.3333333333333333,1.0,2945.71,298.1487854251012,298.14878542510115
2025-11-06,google,G2,Short,4.65,1,1,0,0,0.0,4.65,,0.0,,0.2150537634408602,1.0,0.0,,,0.0,
2025-11-06,google,G2,Long,10.79,4,3,1,1,2945.71,2.6975,10.79,0.3333333333333333,1.0,0.37071362372567196,0.75,0.3333333333333333,1.0,2945.71,273.00370713623727,273.00370713623727
2025-11-07,google,G1,Short,17.23,7,2,1,1,3340.55,2.4614285714285713,17.23,0.5,1.0,0.40626813697040043,0.2857142857142857,0.5,1.0,3340.55,193.87986070806733,193.8798607080673
2025-11-07,google,G1,Long,8.65,4,4,2,0,0.0,2.1625,,0.5,0.0,0.4624277456647399,1.0,0.5,0.0,,0.0,
2025-11-07,google,G2,Short,8.59,4,2,0,0,0.0,2.1475,,0.0,,0.46565774155995343,0.5,0.0,,,0.0,
2025-11-07,google,G2,Long,14.95,1,3,1,0,0.0,14.95,,0.3333333333333333,0.0,0.06688963210702341,3.0,0.3333333333333333,0.0,,0.0,
2025-11-08,google,G1,Short,20.66,11,7,0,0,0.0,1.8781818181818182,,0.0,,0.5324298160696999,0.6363636363636364,0.0,,,0.0,
2025-11-08,google,G1,Long,8.54,3,2,2,0,0.0,2.8466666666666662,,1.0,0.0,0.35128805620608905,0.6666666666666666,1.0,0.0,,0.0,
2025-11-08,google,G2,Short,3.46,1,0,0,0,0.0,3.46,,,,0.28901734104046245,0.0,,,,0.0,
2025-11-08,google,G2,Long,6.02,1,2,1,0,0.0,6.02,,0.5,0.0,0.16611295681063123,2.0,0.5,0.0,,0.0,
2025-11-09,google,G1,Short,6.55,3,2,2,0,0.0,2.183333333333333,,1.0,0.0,0.4580152671755725,0.6666666666666666,1.0,0.0,,0.0,
2025-11-09,google,G1,Long,7.14,2,1,1,1,3019.29,3.57,7.14,1.0,1.0,0.2801120448179272,0.5,1.0,1.0,3019.29,422.8697478991597,422.8697478991597
2025-11-09,google,G2,Short,3.23,4,3,1,0,0.0,0.8075,,0.3333333333333333,0.0,1.238390092879257,0.75,0.3333333333333333,0.0,,0.0,
2025-11-09,google,G2,Long,9.08,2,4,0,0,0.0,4.54,,0.0,,0.22026431718061673,2.0,0.0,,,0.0,
2025-11-10,google,G1,Short,3.51,1,1,1,0,0.0,3.51,,1.0,0.0,0.2849002849002849,1.0,1.0,0.0,,0.0,
2025-11-10,google,G1,Long,2.28,3,1,0,0,0.0,0.7599999999999999,,0.0,,1.3157894736842106,0.3333333333333333,0.0,,,0.0,
2025-11-10,google,G2,Short,16.09,7,5,2,0,0.0,2.2985714285714285,,0.4,0.0,0.435052827843381,0.7142857142857143,0.4,0.0,,0.0,
2025-11-10,google,G2,Long,15.09,5,5,2,0,0.0,3.018,,0.4,0.0,0.3313452617627568,1.0,0.4,0.0,,0.0,
2025-11-11,google,G1,Short,19.29,14,12,3,1,586.81,1.377857142857143,19.29,0.25,0.3333333333333333,0.7257646448937274,0.8571428571428571,0.25,0.3333333333333333,586.81,30.420425090720578,30.420425090720574
2025-11-11,google,G1,Long,3.92,1,1,1,0,0.0,3.92,,1.0,0.0,0.25510204081632654,1.0,1.0,0.0,,0.0,
2025-11-11,google,G2,Short,11.88,7,5,2,0,0.0,1.6971428571428573,,0.4,0.0,0.5892255892255892,0.7142857142857143,0.4,0.0,,0.0,
2025-11-11,google,G2,Long,4.74,2,1,0,0,0.0,2.37,,0.0,,0.42194092827004215,0.5,0.0,,,0.0,
2025-11-12,google,G1,Short,12.1,4,5,0,0,0.0,3.025,,0.0,,0.3305785123966942,1.25,0.0,,,0.0,
2025-11-12,google,G1,Long,6.29,4,2,2,0,0.0,1.5725,,1.0,0.0,0.6359300476947536,0.5,1.0,0.0,,0.0,
2025-11-12,google,G2,Short,12.6,4,5,2,0,0.0,3.15,,0.4,0.0,0.31746031746031744,1.25,0.4,0.0,,0.0,
2025-11-12,google,G2,Long,14.09,9,6,3,1,1029.15,1.5655555555555556,14.09,0.5,0.3333333333333333,0.63875088715401,0.6666666666666666,0.5,0.3333333333333333,1029.15,73.04116394606105,73.04116394606105
2025-11-13,google,G1,Short,9.27,3,2,2,0,0.0,3.09,,1.0,0.0,0.3236245954692557,0.6666666666666666,1.0,0.0,,0.0,
2025-11-13,google,G1,Long,12.63,3,1,1,0,0.0,4.21,,1.0,0.0,0.2375296912114014,0.3333333333333333,1.0,0.0,,0.0,
2025-11-13,google,G2,Short,15.26,4,5,0,0,0.0,3.815,,0.0,,0.2621231979030144,1.25,0.0,,,0.0,
2025-11-13,google,G2,Long,8.2,2,1,0,0,0.0,4.1,,0.0,,0.24390243902439027,0.5,0.0,,,0.0,
2025-11-14,google,G1,Short,9.02,4,4,0,0,0.0,2.255,,0.0,,0.4434589800443459,1.0,0.0,,,0.0,
2025-11-14,google,G1,Long,9.25,4,5,2,0,0.0,2.3125,,0.4,0.0,0.43243243243243246,1.25,0.4,0.0,,0.0,
2025-11-14,google,G2,Short,8.78,2,2,1,1,1380.05,4.39,8.78,0.5,1.0,0.22779043280182235,1.0,0.5,1.0,1380.05,157.18109339407746,157.18109339407746
2025-11-14,google,G2,Long,16.16,7,2,2,0,0.0,2.3085714285714287,,1.0,0.0,0.43316831683168316,0.2857142857142857,1.0,0.0,,0.0,
2025-11-15,google,G1,Short,6.65,2,0,0,0,0.0,3.325,,,,0.3007518796992481,0.0,,,,0.0,
2025-11-15,google,G1,Long,5.35,2,1,0,0,0.0,2.675,,0.0,,0.3738317757009346,0.5,0.0,,,0.0,
2025-11-15,google,G2,Short,5.78,3,6,1,0,0.0,1.9266666666666667,,0.16666666666666666,0.0,0.5190311418685121,2.0,0.16666666666666666,0.0,,0.0,
2025-11-15,google,G2,Long,16.84,7,5,4,0,0.0,2.4057142857142857,,0.8,0.0,0.4156769596199525,0.7142857142857143,0.8,0.0,,0.0,
2025-11-16,google,G1,Short,3.66,1,1,0,0,0.0,3.66,,0.0,,0.27322404371584696,1.0,0.0,,,0.0,
2025-11-16,google,G1,Long,9.54,6,6,2,1,2951.83,1.5899999999999999,9.54,0.3333333333333333,0.5,0.628930817610063,1.0,0.3333333333333333,0.5,2951.83,309.416142557652,309.416142557652
2025-11-16,google,G2,Short,4.78,3,4,1,0,0.0,1.5933333333333335,,0.25,0.0,0.6276150627615062,1.3333333333333333,0.25,0.0,,0.0,
